date,deepSleepTime,shallowSleepTime,wakeTime,start,stop,REMTime,naps
2021-02-06,0,0,0,2021-02-04 23:00:00+0000,2021-02-04 23:00:00+0000,0,
2021-02-07,0,0,0,2021-02-05 23:00:00+0000,2021-02-05 23:00:00+0000,0,
2021-02-08,0,0,0,2021-02-06 23:00:00+0000,2021-02-06 23:00:00+0000,0,
2021-02-09,0,0,0,2021-02-07 23:00:00+0000,2021-02-07 23:00:00+0000,0,
2021-02-10,0,0,0,2021-02-08 23:00:00+0000,2021-02-08 23:00:00+0000,0,
2021-02-11,0,0,0,2021-02-09 23:00:00+0000,2021-02-09 23:00:00+0000,0,
2021-02-12,0,0,0,2021-02-10 23:00:00+0000,2021-02-10 23:00:00+0000,0,
2021-02-13,0,0,0,2021-02-11 23:00:00+0000,2021-02-11 23:00:00+0000,0,
2021-02-14,0,0,0,2021-02-12 23:00:00+0000,2021-02-12 23:00:00+0000,0,
2021-02-15,0,0,0,2021-02-13 23:00:00+0000,2021-02-13 23:00:00+0000,0,
2021-02-16,0,0,0,2021-02-14 23:00:00+0000,2021-02-14 23:00:00+0000,0,
2021-02-17,0,0,0,2021-02-15 23:00:00+0000,2021-02-15 23:00:00+0000,0,
2021-02-18,0,0,0,2021-02-16 23:00:00+0000,2021-02-16 23:00:00+0000,0,
2021-02-19,0,0,0,2021-02-17 23:00:00+0000,2021-02-17 23:00:00+0000,0,
2021-02-20,0,0,0,2021-02-18 23:00:00+0000,2021-02-18 23:00:00+0000,0,
2021-02-21,0,0,0,2021-02-19 23:00:00+0000,2021-02-19 23:00:00+0000,0,
2021-02-22,0,0,0,2021-02-20 23:00:00+0000,2021-02-20 23:00:00+0000,0,
2021-02-23,0,0,0,2021-02-21 23:00:00+0000,2021-02-21 23:00:00+0000,0,
2021-02-24,0,0,0,2021-02-22 23:00:00+0000,2021-02-22 23:00:00+0000,0,
2021-02-25,0,0,0,2021-02-23 23:00:00+0000,2021-02-23 23:00:00+0000,0,
2021-02-26,0,0,0,2021-02-24 23:00:00+0000,2021-02-24 23:00:00+0000,0,
2021-02-27,0,0,0,2021-02-25 23:00:00+0000,2021-02-25 23:00:00+0000,0,
2021-02-28,0,0,0,2021-02-26 23:00:00+0000,2021-02-26 23:00:00+0000,0,
2021-03-01,0,0,0,2021-02-27 23:00:00+0000,2021-02-27 23:00:00+0000,0,
2021-03-02,0,0,0,2021-02-28 23:00:00+0000,2021-02-28 23:00:00+0000,0,
2021-03-03,0,0,0,2021-03-01 23:00:00+0000,2021-03-01 23:00:00+0000,0,
2021-03-04,0,0,0,2021-03-02 23:00:00+0000,2021-03-02 23:00:00+0000,0,
2021-03-05,0,0,0,2021-03-03 23:00:00+0000,2021-03-03 23:00:00+0000,0,
2021-03-06,0,0,0,2021-03-04 23:00:00+0000,2021-03-04 23:00:00+0000,0,
2021-03-07,0,0,0,2021-03-05 23:00:00+0000,2021-03-05 23:00:00+0000,0,
2021-03-08,0,0,0,2021-03-06 23:00:00+0000,2021-03-06 23:00:00+0000,0,
2021-03-09,0,0,0,2021-03-07 23:00:00+0000,2021-03-07 23:00:00+0000,0,
2021-03-10,0,0,0,2021-03-08 23:00:00+0000,2021-03-08 23:00:00+0000,0,
2021-03-11,0,0,0,2021-03-09 23:00:00+0000,2021-03-09 23:00:00+0000,0,
2021-03-12,0,0,0,2021-03-10 23:00:00+0000,2021-03-10 23:00:00+0000,0,
2021-03-13,0,0,0,2021-03-11 23:00:00+0000,2021-03-11 23:00:00+0000,0,
2021-03-14,0,0,0,2021-03-12 23:00:00+0000,2021-03-12 23:00:00+0000,0,
2021-03-15,0,0,0,2021-03-13 23:00:00+0000,2021-03-13 23:00:00+0000,0,
2021-03-16,0,0,0,2021-03-14 23:00:00+0000,2021-03-14 23:00:00+0000,0,
2021-03-17,0,0,0,2021-03-15 23:00:00+0000,2021-03-15 23:00:00+0000,0,
2021-03-18,0,0,0,2021-03-16 23:00:00+0000,2021-03-16 23:00:00+0000,0,
2021-03-19,0,0,0,2021-03-17 23:00:00+0000,2021-03-17 23:00:00+0000,0,
2021-03-20,0,0,0,2021-03-18 23:00:00+0000,2021-03-18 23:00:00+0000,0,
2021-03-21,0,0,0,2021-03-19 23:00:00+0000,2021-03-19 23:00:00+0000,0,
2021-03-22,0,0,0,2021-03-20 23:00:00+0000,2021-03-20 23:00:00+0000,0,
2021-03-23,0,0,0,2021-03-21 23:00:00+0000,2021-03-21 23:00:00+0000,0,
2021-03-24,0,0,0,2021-03-22 23:00:00+0000,2021-03-22 23:00:00+0000,0,
2021-03-25,0,0,0,2021-03-23 23:00:00+0000,2021-03-23 23:00:00+0000,0,
2021-03-26,0,0,0,2021-03-24 23:00:00+0000,2021-03-24 23:00:00+0000,0,
2021-03-27,0,0,0,2021-03-25 23:00:00+0000,2021-03-25 23:00:00+0000,0,
2021-03-28,0,0,0,2021-03-26 23:00:00+0000,2021-03-26 23:00:00+0000,0,
2021-03-29,0,0,0,2021-03-27 22:00:00+0000,2021-03-27 22:00:00+0000,0,
2021-03-30,0,0,0,2021-03-28 22:00:00+0000,2021-03-28 22:00:00+0000,0,
2021-03-31,0,0,0,2021-03-29 22:00:00+0000,2021-03-29 22:00:00+0000,0,
2021-04-01,0,0,0,2021-03-30 22:00:00+0000,2021-03-30 22:00:00+0000,0,
2021-04-02,0,0,0,2021-03-31 22:00:00+0000,2021-03-31 22:00:00+0000,0,
2021-04-03,0,0,0,2021-04-01 22:00:00+0000,2021-04-01 22:00:00+0000,0,
2021-04-04,0,0,0,2021-04-02 22:00:00+0000,2021-04-02 22:00:00+0000,0,
2021-04-05,0,0,0,2021-04-03 22:00:00+0000,2021-04-03 22:00:00+0000,0,
2021-04-06,0,0,0,2021-04-04 22:00:00+0000,2021-04-04 22:00:00+0000,0,
2021-04-07,0,0,0,2021-04-05 22:00:00+0000,2021-04-05 22:00:00+0000,0,
2021-04-08,0,0,0,2021-04-06 22:00:00+0000,2021-04-06 22:00:00+0000,0,
2021-04-09,0,0,0,2021-04-07 22:00:00+0000,2021-04-07 22:00:00+0000,0,
2021-04-10,0,0,0,2021-04-08 22:00:00+0000,2021-04-08 22:00:00+0000,0,
2021-04-11,0,0,0,2021-04-09 22:00:00+0000,2021-04-09 22:00:00+0000,0,
2021-04-12,0,0,0,2021-04-10 22:00:00+0000,2021-04-10 22:00:00+0000,0,
2021-04-13,0,0,0,2021-04-11 22:00:00+0000,2021-04-11 22:00:00+0000,0,
2021-04-14,201,218,0,2021-04-13 22:24:00+0000,2021-04-14 05:23:00+0000,0,
2021-04-15,0,0,0,2021-04-13 22:00:00+0000,2021-04-13 22:00:00+0000,0,
2021-04-16,0,0,0,2021-04-14 22:00:00+0000,2021-04-14 22:00:00+0000,0,
2021-04-17,0,0,0,2021-04-15 22:00:00+0000,2021-04-15 22:00:00+0000,0,
2021-04-18,0,0,0,2021-04-16 22:00:00+0000,2021-04-16 22:00:00+0000,0,
2021-04-19,0,0,0,2021-04-17 22:00:00+0000,2021-04-17 22:00:00+0000,0,
2021-04-20,0,0,0,2021-04-18 22:00:00+0000,2021-04-18 22:00:00+0000,0,
2021-04-21,0,0,0,2021-04-19 22:00:00+0000,2021-04-19 22:00:00+0000,0,
2021-04-22,0,0,0,2021-04-20 22:00:00+0000,2021-04-20 22:00:00+0000,0,
2021-04-23,0,0,0,2021-04-21 22:00:00+0000,2021-04-21 22:00:00+0000,0,
2021-04-24,0,0,0,2021-04-22 22:00:00+0000,2021-04-22 22:00:00+0000,0,
2021-04-25,0,0,0,2021-04-23 22:00:00+0000,2021-04-23 22:00:00+0000,0,
2021-04-26,0,0,0,2021-04-24 22:00:00+0000,2021-04-24 22:00:00+0000,0,
2021-04-27,0,0,0,2021-04-25 22:00:00+0000,2021-04-25 22:00:00+0000,0,
2021-04-28,0,0,0,2021-04-26 22:00:00+0000,2021-04-26 22:00:00+0000,0,
2021-04-29,0,0,0,2021-04-27 22:00:00+0000,2021-04-27 22:00:00+0000,0,
2021-04-30,0,0,0,2021-04-28 22:00:00+0000,2021-04-28 22:00:00+0000,0,
2021-05-01,0,0,0,2021-04-29 22:00:00+0000,2021-04-29 22:00:00+0000,0,
2021-05-02,0,0,0,2021-04-30 22:00:00+0000,2021-04-30 22:00:00+0000,0,
2021-05-03,0,0,0,2021-05-01 22:00:00+0000,2021-05-01 22:00:00+0000,0,
2021-05-04,0,0,0,2021-05-02 22:00:00+0000,2021-05-02 22:00:00+0000,0,
2021-05-05,0,0,0,2021-05-03 22:00:00+0000,2021-05-03 22:00:00+0000,0,
2021-05-06,0,0,0,2021-05-04 22:00:00+0000,2021-05-04 22:00:00+0000,0,
2021-05-07,0,0,0,2021-05-05 22:00:00+0000,2021-05-05 22:00:00+0000,0,
2021-05-08,0,0,0,2021-05-06 22:00:00+0000,2021-05-06 22:00:00+0000,0,
2021-05-09,163,236,0,2021-05-09 00:14:00+0000,2021-05-09 06:53:00+0000,0,
2021-05-10,0,0,0,2021-05-08 22:00:00+0000,2021-05-08 22:00:00+0000,0,
2021-05-11,0,0,0,2021-05-09 22:00:00+0000,2021-05-09 22:00:00+0000,0,
2021-05-12,0,0,0,2021-05-10 22:00:00+0000,2021-05-10 22:00:00+0000,0,
2021-05-13,0,0,0,2021-05-11 22:00:00+0000,2021-05-11 22:00:00+0000,0,
2021-05-14,0,0,0,2021-05-12 22:00:00+0000,2021-05-12 22:00:00+0000,0,
2021-05-15,0,0,0,2021-05-13 22:00:00+0000,2021-05-13 22:00:00+0000,0,
2021-05-16,96,254,0,2021-05-16 01:23:00+0000,2021-05-16 07:13:00+0000,0,
2021-05-17,0,0,0,2021-05-15 22:00:00+0000,2021-05-15 22:00:00+0000,0,
2021-05-18,0,0,0,2021-05-16 22:00:00+0000,2021-05-16 22:00:00+0000,0,
2021-05-19,0,0,0,2021-05-17 22:00:00+0000,2021-05-17 22:00:00+0000,0,
2021-05-20,0,0,0,2021-05-18 22:00:00+0000,2021-05-18 22:00:00+0000,0,
2021-05-21,0,0,0,2021-05-19 22:00:00+0000,2021-05-19 22:00:00+0000,0,
2021-05-22,0,0,0,2021-05-20 22:00:00+0000,2021-05-20 22:00:00+0000,0,
2021-05-23,215,190,0,2021-05-23 01:53:00+0000,2021-05-23 08:38:00+0000,0,
2021-05-24,0,0,0,2021-05-22 22:00:00+0000,2021-05-22 22:00:00+0000,0,
2021-05-25,0,0,0,2021-05-23 22:00:00+0000,2021-05-23 22:00:00+0000,0,
2021-05-26,0,0,0,2021-05-24 22:00:00+0000,2021-05-24 22:00:00+0000,0,
2021-05-27,0,0,0,2021-05-25 22:00:00+0000,2021-05-25 22:00:00+0000,0,
2021-05-28,0,0,0,2021-05-26 22:00:00+0000,2021-05-26 22:00:00+0000,0,
2021-05-29,0,0,0,2021-05-27 22:00:00+0000,2021-05-27 22:00:00+0000,0,
2021-05-30,0,0,0,2021-05-28 22:00:00+0000,2021-05-28 22:00:00+0000,0,
2021-05-31,0,0,0,2021-05-29 22:00:00+0000,2021-05-29 22:00:00+0000,0,
2021-06-01,0,0,0,2021-05-30 22:00:00+0000,2021-05-30 22:00:00+0000,0,
2021-06-02,0,0,0,2021-05-31 22:00:00+0000,2021-05-31 22:00:00+0000,0,
2021-06-03,0,0,0,2021-06-01 22:00:00+0000,2021-06-01 22:00:00+0000,0,
2021-06-04,0,0,0,2021-06-02 22:00:00+0000,2021-06-02 22:00:00+0000,0,
2021-06-05,0,0,0,2021-06-03 22:00:00+0000,2021-06-03 22:00:00+0000,0,
2021-06-06,0,0,0,2021-06-04 22:00:00+0000,2021-06-04 22:00:00+0000,0,
2021-06-07,0,0,0,2021-06-05 22:00:00+0000,2021-06-05 22:00:00+0000,0,
2021-06-08,0,0,0,2021-06-06 22:00:00+0000,2021-06-06 22:00:00+0000,0,
2021-06-09,0,0,0,2021-06-07 22:00:00+0000,2021-06-07 22:00:00+0000,0,
2021-06-10,0,0,0,2021-06-08 22:00:00+0000,2021-06-08 22:00:00+0000,0,
2021-06-11,31,38,0,2021-06-10 20:52:00+0000,2021-06-10 22:01:00+0000,0,
2021-06-12,0,0,0,2021-06-10 22:00:00+0000,2021-06-10 22:00:00+0000,0,
2021-06-13,0,0,0,2021-06-11 22:00:00+0000,2021-06-11 22:00:00+0000,0,
2021-06-14,0,0,0,2021-06-12 22:00:00+0000,2021-06-12 22:00:00+0000,0,
2021-06-15,0,0,0,2021-06-13 22:00:00+0000,2021-06-13 22:00:00+0000,0,
2021-06-16,0,0,0,2021-06-14 22:00:00+0000,2021-06-14 22:00:00+0000,0,
2021-06-17,0,0,0,2021-06-15 22:00:00+0000,2021-06-15 22:00:00+0000,0,
2021-06-18,0,0,0,2021-06-16 22:00:00+0000,2021-06-16 22:00:00+0000,0,
2021-06-19,0,0,0,2021-06-17 22:00:00+0000,2021-06-17 22:00:00+0000,0,
2021-06-20,0,0,0,2021-06-18 22:00:00+0000,2021-06-18 22:00:00+0000,0,
2021-06-21,0,0,0,2021-06-19 22:00:00+0000,2021-06-19 22:00:00+0000,0,
2021-06-22,0,0,0,2021-06-20 22:00:00+0000,2021-06-20 22:00:00+0000,0,
2021-06-23,0,0,0,2021-06-21 22:00:00+0000,2021-06-21 22:00:00+0000,0,
2021-06-24,0,0,0,2021-06-22 22:00:00+0000,2021-06-22 22:00:00+0000,0,
2021-06-25,0,0,0,2021-06-23 22:00:00+0000,2021-06-23 22:00:00+0000,0,
2021-06-26,0,0,0,2021-06-24 22:00:00+0000,2021-06-24 22:00:00+0000,0,
2021-06-27,0,0,0,2021-06-25 22:00:00+0000,2021-06-25 22:00:00+0000,0,
2021-06-28,0,0,0,2021-06-26 22:00:00+0000,2021-06-26 22:00:00+0000,0,
2021-07-10,0,0,0,2021-07-08 22:00:00+0000,2021-07-08 22:00:00+0000,0,
2021-07-11,0,0,0,2021-07-09 22:00:00+0000,2021-07-09 22:00:00+0000,0,
2021-07-12,0,0,0,2021-07-10 22:00:00+0000,2021-07-10 22:00:00+0000,0,
2021-07-13,0,0,0,2021-07-11 22:00:00+0000,2021-07-11 22:00:00+0000,0,
2021-07-14,0,0,0,2021-07-12 22:00:00+0000,2021-07-12 22:00:00+0000,0,
2021-07-15,0,0,0,2021-07-13 22:00:00+0000,2021-07-13 22:00:00+0000,0,
2021-07-16,0,0,0,2021-07-14 22:00:00+0000,2021-07-14 22:00:00+0000,0,
2021-07-17,0,0,0,2021-07-15 22:00:00+0000,2021-07-15 22:00:00+0000,0,
2021-07-18,0,0,0,2021-07-16 22:00:00+0000,2021-07-16 22:00:00+0000,0,
2021-07-19,0,0,0,2021-07-17 22:00:00+0000,2021-07-17 22:00:00+0000,0,
2021-07-20,0,0,0,2021-07-18 22:00:00+0000,2021-07-18 22:00:00+0000,0,
2021-07-21,0,0,0,2021-07-19 22:00:00+0000,2021-07-19 22:00:00+0000,0,
2021-07-22,0,0,0,2021-07-20 22:00:00+0000,2021-07-20 22:00:00+0000,0,
2021-07-23,0,0,0,2021-07-21 22:00:00+0000,2021-07-21 22:00:00+0000,0,
2021-07-24,0,0,0,2021-07-22 22:00:00+0000,2021-07-22 22:00:00+0000,0,
2021-07-25,0,0,0,2021-07-23 22:00:00+0000,2021-07-23 22:00:00+0000,0,
2021-07-26,0,0,0,2021-07-24 22:00:00+0000,2021-07-24 22:00:00+0000,0,
2021-07-27,0,0,0,2021-07-25 22:00:00+0000,2021-07-25 22:00:00+0000,0,
2021-07-28,0,0,0,2021-07-26 22:00:00+0000,2021-07-26 22:00:00+0000,0,
2021-07-29,0,0,0,2021-07-27 22:00:00+0000,2021-07-27 22:00:00+0000,0,
2021-07-30,0,0,0,2021-07-28 22:00:00+0000,2021-07-28 22:00:00+0000,0,
2021-07-31,0,0,0,2021-07-29 22:00:00+0000,2021-07-29 22:00:00+0000,0,
2021-08-01,0,0,0,2021-07-30 22:00:00+0000,2021-07-30 22:00:00+0000,0,
2021-08-02,0,0,0,2021-07-31 22:00:00+0000,2021-07-31 22:00:00+0000,0,
2021-08-03,0,0,0,2021-08-01 22:00:00+0000,2021-08-01 22:00:00+0000,0,
2021-08-04,0,0,0,2021-08-02 22:00:00+0000,2021-08-02 22:00:00+0000,0,
2021-08-05,0,0,0,2021-08-03 22:00:00+0000,2021-08-03 22:00:00+0000,0,
2021-08-06,0,0,0,2021-08-04 22:00:00+0000,2021-08-04 22:00:00+0000,0,
2021-08-07,0,0,0,2021-08-05 22:00:00+0000,2021-08-05 22:00:00+0000,0,
2021-08-08,0,0,0,2021-08-06 22:00:00+0000,2021-08-06 22:00:00+0000,0,
2021-08-09,0,0,0,2021-08-07 22:00:00+0000,2021-08-07 22:00:00+0000,0,
2021-08-10,0,0,0,2021-08-08 22:00:00+0000,2021-08-08 22:00:00+0000,0,
2021-08-11,0,0,0,2021-08-09 22:00:00+0000,2021-08-09 22:00:00+0000,0,
2021-08-12,0,0,0,2021-08-10 22:00:00+0000,2021-08-10 22:00:00+0000,0,
2021-08-13,0,0,0,2021-08-11 22:00:00+0000,2021-08-11 22:00:00+0000,0,
2021-08-14,0,0,0,2021-08-12 22:00:00+0000,2021-08-12 22:00:00+0000,0,
2021-08-15,177,271,0,2021-08-14 23:03:00+0000,2021-08-15 06:31:00+0000,0,
2021-08-16,63,48,0,2021-08-16 03:56:00+0000,2021-08-16 05:47:00+0000,0,
2021-08-17,0,0,0,2021-08-15 22:00:00+0000,2021-08-15 22:00:00+0000,0,
2021-08-18,0,0,0,2021-08-16 22:00:00+0000,2021-08-16 22:00:00+0000,0,
2021-08-19,0,0,0,2021-08-17 22:00:00+0000,2021-08-17 22:00:00+0000,0,
2021-08-20,0,0,0,2021-08-18 22:00:00+0000,2021-08-18 22:00:00+0000,0,
2021-08-21,0,0,0,2021-08-19 22:00:00+0000,2021-08-19 22:00:00+0000,0,
2021-08-22,0,0,0,2021-08-20 22:00:00+0000,2021-08-20 22:00:00+0000,0,
2021-08-23,0,0,0,2021-08-21 22:00:00+0000,2021-08-21 22:00:00+0000,0,
2021-08-24,0,0,0,2021-08-22 22:00:00+0000,2021-08-22 22:00:00+0000,0,
2021-08-25,18,64,0,2021-08-24 20:46:00+0000,2021-08-24 22:08:00+0000,0,
2021-08-26,0,0,0,2021-08-24 22:00:00+0000,2021-08-24 22:00:00+0000,0,
2021-08-27,0,0,0,2021-08-25 22:00:00+0000,2021-08-25 22:00:00+0000,0,
2021-08-28,0,0,0,2021-08-26 22:00:00+0000,2021-08-26 22:00:00+0000,0,
2021-08-29,0,0,0,2021-08-27 22:00:00+0000,2021-08-27 22:00:00+0000,0,
2021-08-30,0,0,0,2021-08-28 22:00:00+0000,2021-08-28 22:00:00+0000,0,
2021-08-31,0,0,0,2021-08-29 22:00:00+0000,2021-08-29 22:00:00+0000,0,
2021-09-01,0,0,0,2021-08-30 22:00:00+0000,2021-08-30 22:00:00+0000,0,
2021-09-02,0,0,0,2021-08-31 22:00:00+0000,2021-08-31 22:00:00+0000,0,
2021-09-03,0,0,0,2021-09-01 22:00:00+0000,2021-09-01 22:00:00+0000,0,
2021-09-04,0,0,0,2021-09-02 22:00:00+0000,2021-09-02 22:00:00+0000,0,
2021-09-05,0,0,0,2021-09-03 22:00:00+0000,2021-09-03 22:00:00+0000,0,
2021-09-06,0,0,0,2021-09-04 22:00:00+0000,2021-09-04 22:00:00+0000,0,
2021-09-07,0,0,0,2021-09-05 22:00:00+0000,2021-09-05 22:00:00+0000,0,
2021-09-08,0,0,0,2021-09-06 22:00:00+0000,2021-09-06 22:00:00+0000,0,
2021-09-09,0,0,0,2021-09-07 22:00:00+0000,2021-09-07 22:00:00+0000,0,
2021-09-10,0,0,0,2021-09-08 22:00:00+0000,2021-09-08 22:00:00+0000,0,
2021-09-11,0,0,0,2021-09-09 22:00:00+0000,2021-09-09 22:00:00+0000,0,
2021-09-12,0,0,0,2021-09-10 22:00:00+0000,2021-09-10 22:00:00+0000,0,
2021-09-13,344,385,18,2021-09-12 16:01:00+0000,2021-09-13 04:28:00+0000,0,
2021-09-14,0,0,0,2021-09-12 22:00:00+0000,2021-09-12 22:00:00+0000,0,
2021-09-15,143,313,0,2021-09-14 21:20:00+0000,2021-09-15 04:56:00+0000,0,
2021-09-16,0,0,0,2021-09-16 22:00:00+0000,2021-09-16 22:00:00+0000,0,
2021-09-17,83,334,0,2021-09-16 21:24:00+0000,2021-09-17 04:21:00+0000,0,
2021-09-18,152,470,0,2021-09-17 22:03:00+0000,2021-09-18 08:25:00+0000,0,
2021-09-19,0,0,0,2021-09-19 22:00:00+0000,2021-09-19 22:00:00+0000,0,
2021-09-20,0,0,0,2021-09-20 22:00:00+0000,2021-09-20 22:00:00+0000,0,
2021-09-21,0,0,0,2021-09-21 22:00:00+0000,2021-09-21 22:00:00+0000,0,
2021-09-22,0,0,0,2021-09-22 22:00:00+0000,2021-09-22 22:00:00+0000,0,
2021-09-23,0,0,0,2021-09-23 22:00:00+0000,2021-09-23 22:00:00+0000,0,
2021-09-24,0,0,0,2021-09-24 22:00:00+0000,2021-09-24 22:00:00+0000,0,
2021-09-25,0,0,0,2021-09-25 22:00:00+0000,2021-09-25 22:00:00+0000,0,
2021-09-26,0,0,0,2021-09-26 22:00:00+0000,2021-09-26 22:00:00+0000,0,
2021-09-27,0,0,0,2021-09-27 22:00:00+0000,2021-09-27 22:00:00+0000,0,
2021-09-28,0,0,0,2021-09-28 22:00:00+0000,2021-09-28 22:00:00+0000,0,
2021-09-29,0,0,0,2021-09-29 22:00:00+0000,2021-09-29 22:00:00+0000,0,
2021-09-30,0,0,0,2021-09-30 22:00:00+0000,2021-09-30 22:00:00+0000,0,
2021-10-01,0,0,0,2021-10-01 22:00:00+0000,2021-10-01 22:00:00+0000,0,
2021-10-02,101,423,0,2021-10-01 22:25:00+0000,2021-10-02 07:09:00+0000,0,
2021-10-03,62,375,0,2021-10-02 22:35:00+0000,2021-10-03 05:52:00+0000,0,
2021-10-04,0,0,0,2021-10-04 22:00:00+0000,2021-10-04 22:00:00+0000,0,
2021-10-05,0,0,0,2021-10-05 22:00:00+0000,2021-10-05 22:00:00+0000,0,
2021-10-06,0,0,0,2021-10-06 22:00:00+0000,2021-10-06 22:00:00+0000,0,
2021-10-07,0,0,0,2021-10-07 22:00:00+0000,2021-10-07 22:00:00+0000,0,
2021-10-08,0,0,0,2021-10-08 22:00:00+0000,2021-10-08 22:00:00+0000,0,
2021-10-09,0,0,0,2021-10-09 22:00:00+0000,2021-10-09 22:00:00+0000,0,
2021-10-10,40,101,0,2021-10-10 02:25:00+0000,2021-10-10 04:46:00+0000,0,
2021-10-11,0,0,0,2021-10-11 22:00:00+0000,2021-10-11 22:00:00+0000,0,
2021-10-12,0,0,0,2021-10-12 22:00:00+0000,2021-10-12 22:00:00+0000,0,
2021-10-13,0,0,0,2021-10-13 22:00:00+0000,2021-10-13 22:00:00+0000,0,
2021-10-14,0,0,0,2021-10-14 22:00:00+0000,2021-10-14 22:00:00+0000,0,
2021-10-15,0,0,0,2021-10-15 22:00:00+0000,2021-10-15 22:00:00+0000,0,
2021-10-16,0,0,0,2021-10-16 22:00:00+0000,2021-10-16 22:00:00+0000,0,
2021-10-17,0,0,0,2021-10-17 22:00:00+0000,2021-10-17 22:00:00+0000,0,
2021-10-18,77,391,0,2021-10-17 22:00:00+0000,2021-10-18 05:48:00+0000,0,
2021-10-19,0,0,0,2021-10-19 22:00:00+0000,2021-10-19 22:00:00+0000,0,
2021-10-20,0,0,0,2021-10-20 22:00:00+0000,2021-10-20 22:00:00+0000,0,
2021-10-21,0,0,0,2021-10-21 22:00:00+0000,2021-10-21 22:00:00+0000,0,
2021-10-22,0,0,0,2021-10-22 22:00:00+0000,2021-10-22 22:00:00+0000,0,
2021-10-23,0,0,0,2021-10-23 22:00:00+0000,2021-10-23 22:00:00+0000,0,
2021-10-24,0,0,0,2021-10-24 22:00:00+0000,2021-10-24 22:00:00+0000,0,
2021-10-25,0,0,0,2021-10-25 22:00:00+0000,2021-10-25 22:00:00+0000,0,
2021-10-26,0,0,0,2021-10-26 22:00:00+0000,2021-10-26 22:00:00+0000,0,
2021-10-27,0,0,0,2021-10-27 22:00:00+0000,2021-10-27 22:00:00+0000,0,
2021-10-28,143,290,0,2021-10-27 21:48:00+0000,2021-10-28 05:01:00+0000,0,
