date,steps,distance,runDistance,calories
2022-02-18,12845,8800,259,235
2022-02-19,2212,1457,124,43
2022-02-20,5229,3727,208,103
2022-02-21,2414,1560,146,45
2022-02-22,0,0,0,0
2022-02-23,0,0,0,0
2022-02-24,12736,9162,345,242
2022-02-25,0,0,0,0
2022-02-26,0,0,0,0
2022-02-27,0,0,0,0
2022-02-28,3872,2546,218,69
2022-03-01,8142,5773,585,156
2022-03-02,5064,3543,248,97
2022-03-03,8336,5868,264,159
2022-03-04,1304,841,113,27
2022-03-05,1872,1175,275,39
2022-03-06,1601,1013,172,29
2022-03-07,4189,2870,232,80
2022-03-08,2482,1764,151,47
2022-03-09,6141,4419,330,119
2022-03-10,8641,5980,248,158
2022-03-11,10030,7022,639,186
2022-03-12,15,9,0,0
2022-03-13,2825,1866,51,48
2022-03-14,0,0,0,0
2022-03-15,0,0,0,0
2022-03-16,13872,10158,2617,302
2022-03-17,12273,8502,1073,233
2022-03-18,0,0,0,0
2022-03-19,27709,20328,5361,615
2022-03-20,6601,4637,137,126
2022-03-21,0,0,0,0
2022-03-22,0,0,0,0
2022-03-23,21254,15694,3224,480
2022-03-24,0,0,0,0
2022-03-25,0,0,0,0
2022-03-26,10186,8102,4183,286
2022-03-27,21249,15398,3429,451
2022-03-28,0,0,0,0
2022-03-29,4185,2941,128,78
2022-03-30,3446,2196,167,62
2022-03-31,215,135,29,5
2022-04-01,0,0,0,0
2022-04-02,0,0,0,0
2022-04-03,0,0,0,0
2022-04-04,3192,2205,230,61
2022-04-05,9372,6657,202,179
2022-04-06,15435,11005,868,303
2022-04-07,8516,5880,197,158
2022-04-08,8045,5685,696,161
2022-04-09,11662,8931,3571,299
2022-04-10,6877,4762,235,129
2022-04-11,10599,8062,2916,270
2022-04-12,0,0,0,0
2022-04-13,0,0,0,0
2022-04-14,2177,1500,76,40
2022-04-15,296,204,10,6
2022-04-16,11033,8616,4706,303
2022-04-17,0,0,0,0
2022-04-18,11942,9003,2230,286
2022-04-19,2952,2033,175,55
2022-04-20,4897,3449,84,93
2022-04-21,6782,4673,239,119
2022-04-22,122,77,31,4
2022-04-23,0,0,0,0
2022-04-24,0,0,0,0
2022-04-25,17,11,0,0
2022-04-26,0,0,0,0
2022-04-27,0,0,0,0
2022-04-28,9983,7000,375,187
2022-04-29,444,299,31,8
2022-04-30,523,328,58,11
2022-05-01,0,0,0,0
2022-05-02,8659,5877,324,157
2022-05-03,10465,7083,250,196
2022-05-04,11774,9373,5566,344
2022-05-05,0,0,0,0
2022-05-06,12360,9826,5984,365
2022-05-07,7215,4917,133,137
2022-05-08,14072,10060,184,271
2022-05-09,14998,11804,6219,449
2022-05-10,14507,11244,5851,395
2022-05-11,0,0,0,0
2022-05-12,118,74,8,2
2022-05-13,10488,8494,5619,321
2022-05-14,26752,19937,8940,644
2022-05-15,8382,5851,109,159
2022-05-16,33,21,18,2
2022-05-17,13337,10279,4578,360
2022-05-18,1148,843,13,23
2022-05-19,0,0,0,0
2022-05-20,0,0,0,0
2022-05-21,0,0,0,0
2022-05-22,0,0,0,0
2022-05-23,0,0,0,0
2022-05-24,0,0,0,0
2022-05-25,0,0,0,0
2022-05-26,0,0,0,0
2022-05-27,0,0,0,0
2022-05-28,0,0,0,0
2022-05-29,0,0,0,0
2022-05-30,0,0,0,0
2022-05-31,0,0,0,0
2022-06-01,4071,2918,60,80
2022-06-02,7791,5384,329,146
2022-06-03,2212,1487,107,42
2022-06-04,12448,9904,5776,364
2022-06-05,9863,7989,5409,305
2022-06-06,3431,2344,214,65
2022-06-07,3011,2001,137,57
2022-06-08,4713,3308,183,90
2022-06-09,6440,4475,235,121
2022-06-10,4489,3050,246,84
2022-06-11,11632,9303,5644,343
2022-06-12,3791,2602,120,72
2022-06-13,12704,9980,5608,354
2022-06-14,12304,8642,508,232
2022-06-15,2364,1659,104,44
2022-06-16,1247,843,130,27
2022-06-17,12553,9693,5442,355
2022-06-18,3912,2455,317,71
2022-06-19,0,0,0,0
2022-06-20,3839,2527,230,70
2022-06-21,21083,15898,5735,513
2022-06-22,18437,13669,5301,439
2022-06-23,0,0,0,0
2022-06-24,0,0,0,0
2022-06-25,24211,17910,6055,579
2022-06-26,15168,10982,161,301
2022-06-27,0,0,0,0
2022-06-28,6677,4686,223,125
2022-06-29,18367,13577,5544,434
2022-06-30,27782,20632,4858,641
2022-07-01,0,0,0,0
2022-07-02,0,0,0,0
2022-07-03,0,0,0,0
2022-07-04,21214,15906,5881,524
2022-07-05,3451,2266,68,62
2022-07-06,13835,10694,4445,362
2022-07-07,8180,5520,334,151
2022-07-08,4355,2733,496,85
2022-07-09,30814,20738,444,551
2022-07-10,27539,18256,591,468
2022-07-11,13765,9430,381,249
2022-07-12,1821,1143,203,33
2022-07-13,2256,1444,68,40
2022-07-14,8985,6035,258,159
2022-07-15,0,0,0,0
2022-07-16,6816,4352,527,129
2022-07-17,92,58,6,1
2022-07-18,7097,4685,206,131
2022-07-19,0,0,0,0
2022-07-20,6081,3930,425,103
2022-07-21,14179,9232,373,243
2022-07-22,16908,10930,374,279
2022-07-23,18076,11871,405,312
2022-07-24,16530,10675,484,274
2022-07-25,18034,12008,437,316
2022-07-26,14030,9237,421,249
2022-07-27,7944,5297,335,140
2022-07-28,8817,5933,216,163
2022-07-29,11077,7165,578,186
2022-07-30,0,0,0,0
2022-07-31,0,0,0,0
2022-08-01,11911,9062,4738,319
2022-08-02,16548,11776,3332,354
2022-08-03,962,604,82,20
2022-08-04,9218,7463,4818,273
2022-08-05,0,0,0,0
2022-08-06,308,193,46,7
2022-08-07,0,0,0,0
2022-08-08,9336,7590,5248,287
2022-08-09,4081,2850,175,79
2022-08-10,11288,8978,5166,335
2022-08-11,10996,7683,631,211
2022-08-12,695,436,58,13
2022-08-13,12902,8692,256,241
2022-08-14,10334,6832,471,184
2022-08-15,7426,4804,152,124
2022-08-16,0,0,0,0
2022-08-17,277,174,8,6
2022-08-18,13257,9222,379,250
2022-08-19,3020,1895,320,55
2022-08-20,5374,3439,448,98
2022-08-21,2764,1734,337,49
2022-08-22,5119,3413,259,100
2022-08-23,1840,1155,210,33
2022-08-24,433,280,6,8
2022-08-25,738,463,47,12
2022-08-26,2705,1697,281,51
2022-08-27,3451,2170,308,63
2022-08-28,6371,4290,251,115
2022-08-29,2997,2054,225,61
2022-08-30,11422,7882,314,215
2022-08-31,6025,4214,863,123
2022-09-01,4092,2586,340,69
2022-09-02,4373,2915,369,84
2022-09-03,2445,1534,242,44
2022-09-04,6541,4243,388,118
2022-09-05,5661,3673,441,100
2022-09-06,3327,2088,320,66
2022-09-07,11112,7420,497,203
2022-09-08,6149,4243,213,116
2022-09-09,7373,5143,313,143
2022-09-10,1957,1296,145,38
2022-09-11,10245,7021,323,192
2022-09-12,13560,9459,349,248
2022-09-13,14643,10029,331,263
2022-09-14,6096,4298,121,120
2022-09-15,19992,15136,4962,494
2022-09-16,18329,13783,3856,414
2022-09-17,9210,6288,194,174
2022-09-18,19289,14569,3707,446
2022-09-19,13591,9313,957,250
2022-09-20,12878,8928,509,239
2022-09-21,2441,1859,15,51
2022-09-22,10620,7699,223,204
2022-09-23,22133,16019,396,428
2022-09-24,6158,4221,275,115
2022-09-25,7407,5100,222,138
2022-09-26,1333,891,170,25
2022-09-27,8857,6090,433,168
2022-09-28,19216,13939,592,376
2022-09-29,12598,8917,377,238
2022-09-30,8700,5949,464,161
2022-10-01,9499,6864,197,186
2022-10-02,13915,9395,1692,247
2022-10-03,4933,3298,279,91
2022-10-04,13364,9351,373,247
2022-10-05,12212,8809,145,239
2022-10-06,13881,10057,160,266
2022-10-07,12821,8702,353,237
2022-10-08,10893,7290,854,194
2022-10-09,22237,15323,2269,404
2022-10-10,9640,7132,137,192
2022-10-11,6248,4649,132,126
2022-10-12,5239,3700,101,100
2022-10-13,3216,2109,302,56
2022-10-14,16600,11565,345,319
2022-10-15,5807,4022,151,112
2022-10-16,6635,4720,283,129
2022-10-17,11646,8700,4384,289
2022-10-18,5918,4063,166,113
2022-10-19,7475,5369,381,149
2022-10-20,16898,12842,5741,437
2022-10-21,8521,5950,419,159
2022-10-22,25912,17948,395,479
2022-10-23,16541,10894,326,288
2022-10-24,9106,6545,307,181
2022-10-25,21518,15990,5488,514
2022-10-26,1577,990,162,31
2022-10-27,4097,2576,242,70
2022-10-28,3650,2407,264,63
2022-10-29,19641,14832,5512,481
2022-10-30,10598,7442,703,199
2022-10-31,2550,1717,64,45
2022-11-01,15209,11618,5057,384
2022-11-02,3626,2514,150,70
2022-11-03,4033,2740,200,74
2022-11-04,6056,4246,280,114
2022-11-05,24407,18297,6216,558
2022-11-06,3740,2610,168,73
2022-11-07,5975,4223,139,111
2022-11-08,5945,4198,131,115
2022-11-09,3438,2304,341,64
2022-11-10,3371,2161,228,58
2022-11-11,12552,10188,6241,392
2022-11-12,5458,3897,121,102
2022-11-13,26250,17892,336,469
2022-11-14,0,0,0,0
2022-11-15,5173,3804,156,103
2022-11-16,3121,2219,133,61
2022-11-17,2738,1992,62,52
2022-11-18,3678,2413,240,65
2022-11-19,5081,3575,245,101
2022-11-20,6503,4425,218,119
2022-11-21,10511,7685,257,204
2022-11-22,4330,2960,210,82
2022-11-23,5024,3520,246,96
2022-11-24,5268,3667,178,100
2022-11-25,8246,5730,316,156
2022-11-26,10985,7866,400,209
2022-11-27,5191,3372,180,89
2022-11-28,6662,4646,207,125
2022-11-29,325,204,21,6
2022-11-30,5287,3668,146,99
2022-12-01,5860,4370,107,119
2022-12-02,11446,8047,277,215
2022-12-03,20552,14621,319,389
2022-12-04,18079,12910,337,345
2022-12-05,22521,15818,440,424
2022-12-06,18189,12779,176,348
2022-12-07,2051,1290,144,34
2022-12-08,4773,3274,178,88
2022-12-09,6634,4602,126,121
2022-12-10,6350,4420,205,120
2022-12-11,26340,18224,395,478
2022-12-12,2190,1402,107,37
2022-12-13,4183,3011,131,80
2022-12-14,12064,8828,89,232
2022-12-15,8102,5750,360,155
2022-12-16,5958,4272,199,118
2022-12-17,29318,20451,908,532
2022-12-18,14450,10698,340,292
2022-12-19,15644,10769,406,290
2022-12-20,5200,3408,307,91
2022-12-21,5377,3421,295,97
2022-12-22,8784,6264,247,169
2022-12-23,2470,1556,259,46
2022-12-24,0,0,0,0
2022-12-25,0,0,0,0
2022-12-26,0,0,0,0
2022-12-27,7358,6088,4807,255
2022-12-28,8617,6854,4764,277
2022-12-29,2958,1856,264,51
2022-12-30,2554,1682,393,48
2022-12-31,7555,5399,317,146
2023-01-01,1734,1134,216,32
2023-01-02,4846,3278,225,88
2023-01-03,4480,3173,240,87
2023-01-04,10480,8276,5352,306
2023-01-05,3272,2277,110,60
2023-01-06,0,0,0,0
2023-01-07,3861,2534,267,67
2023-01-08,3784,2615,247,74
2023-01-09,7594,5251,139,145
2023-01-10,0,0,0,0
2023-01-11,10644,8259,4077,286
2023-01-12,593,372,82,12
2023-01-13,8504,6138,135,171
2023-01-14,4525,3289,179,90
2023-01-15,5233,3787,178,103
2023-01-16,2372,1682,45,45
2023-01-17,8792,6155,265,166
2023-01-18,4070,2910,71,79
2023-01-19,5049,3707,134,101
2023-01-20,5375,3703,253,100
2023-01-21,2894,2100,68,56
2023-01-22,13482,9888,125,266
2023-01-23,5853,4135,228,114
2023-01-24,1908,1276,178,38
2023-01-25,5240,3783,236,102
2023-01-26,3715,2632,156,68
2023-01-27,57,36,6,2
2023-01-28,28259,21207,6106,661
2023-01-29,18347,12989,485,344
2023-01-30,14836,10476,543,280
2023-01-31,26952,18580,381,498
2023-02-01,3068,2005,204,55
2023-02-02,9066,6309,297,169
2023-02-03,407,255,38,7
2023-02-04,0,0,0,0
2023-02-05,0,0,0,0
2023-02-06,0,0,0,0
2023-02-07,0,0,0,0
2023-02-08,0,0,0,0
2023-02-09,0,0,0,0
2023-02-10,0,0,0,0
2023-02-11,544,349,75,12
2023-02-12,14827,9930,242,263
2023-02-13,6537,4438,413,123
2023-02-14,11735,8413,368,228
2023-02-15,26128,18334,346,491
2023-02-16,11868,8100,232,220
2023-02-17,8722,6321,166,174
2023-02-18,4252,2789,214,77
2023-02-19,3029,1941,347,57
2023-02-20,7899,5527,352,151
2023-02-21,10100,7183,245,195
2023-02-22,7318,5191,309,138
2023-02-23,12095,8673,457,230
2023-02-24,6591,4616,175,128
2023-02-25,1229,842,27,24
2023-02-26,0,0,0,0
2023-02-27,0,0,0,0
2023-02-28,0,0,0,0
2023-03-01,0,0,0,0
2023-03-02,0,0,0,0
2023-03-03,0,0,0,0
2023-03-04,0,0,0,0
2023-03-07,0,0,0,0
2023-03-08,81,51,5,2
2023-03-09,12317,8502,678,226
2023-03-10,13254,9188,333,242
2023-03-11,7307,5027,718,137
2023-03-12,2599,1768,149,48
2023-03-13,16602,12619,6079,428
2023-03-14,8488,5873,348,155
2023-03-15,3824,2637,250,75
2023-03-16,9487,6591,414,178
2023-03-17,4834,3384,317,94
2023-03-18,6837,4569,279,127
2023-03-19,7928,5591,128,152
2023-03-20,6737,5170,2763,174
2023-03-21,9048,6069,168,161
2023-03-22,13018,9146,349,241
2023-03-23,74,46,8,2
2023-03-24,0,0,0,0
2023-03-25,10648,7130,497,181
2023-03-26,4532,3369,109,92
2023-03-27,4845,3376,258,94
2023-03-28,7424,5067,245,131
2023-03-29,6493,4621,290,126
2023-03-30,8932,6366,447,172
2023-03-31,667,421,108,14
2023-04-01,8630,6159,406,170
2023-04-02,11296,7810,387,205
2023-04-03,9127,6209,534,163
2023-04-04,21491,16623,7379,573
2023-04-05,15504,10735,348,284
2023-04-06,8321,5733,403,153
2023-04-07,3667,2701,69,75
2023-04-08,0,0,0,0
2023-04-09,5417,3920,157,111
2023-04-10,8294,5603,118,153
2023-04-11,6239,4230,282,113
2023-04-12,12139,8599,340,237
2023-04-13,6690,4562,261,116
2023-04-14,6198,4271,230,115
2023-04-15,3614,2422,381,73
2023-04-16,11674,8079,256,217
2023-04-17,4370,2984,209,78
2023-04-18,7540,5138,271,129
2023-04-19,2419,1714,121,48
2023-04-20,7454,5166,245,135
2023-04-21,17504,13616,6519,463
2023-04-22,7126,4646,251,122
2023-04-23,9953,6725,76,183
2023-04-24,13721,9883,302,262
2023-04-25,7222,4996,320,133
2023-04-26,2724,1859,253,52
2023-04-27,5691,3890,388,106
2023-04-28,5516,3580,493,98
2023-04-29,2074,1301,152,36
2023-04-30,1877,1180,187,34
2023-05-01,13179,10060,5513,358
2023-05-02,4432,3001,251,78
2023-05-03,17423,13244,5781,456
2023-05-04,6782,4803,236,130
2023-05-05,8055,5361,579,151
2023-05-06,2751,1976,46,53
