,steps,heart_rate,raw_intensity,feeling_rate,time_of_day
852,65,81.38,32.1,2,4
853,2217,84.0,66.67,2,4
854,4634,87.33,93.93,2,4
855,1512,84.31,54.22,2,5
856,96,82.23,33.91,2,5
857,352,90.31,38.0,2,5
858,177,88.3,42.0,2,5
859,0,115.0,22.5,2,6
860,0,115.0,19.33,2,2
861,18,84.33,36.45,2,2
862,358,88.0,48.68,2,3
863,63,84.8,43.37,2,3
864,465,86.18,44.93,2,3
865,24,85.65,31.67,2,3
866,72,92.44,55.48,2,4
867,74,86.4,36.63,2,4
868,437,96.0,84.6,2,4
869,2053,95.16,77.95,2,4
870,1295,89.33,70.63,2,5
871,295,91.02,68.8,2,5
872,38,85.95,29.07,2,5
873,308,88.12,51.71,2,5
874,1477,109.89,96.24,2,2
875,1128,85.2,52.02,2,2
876,162,85.33,30.73,2,3
877,241,81.92,36.07,2,3
878,392,83.2,36.02,1,3
879,53,83.49,28.53,1,3
880,203,81.6,35.26,1,4
881,2002,82.0,68.97,1,4
882,1416,82.46,52.18,1,4
883,707,85.07,55.36,2,4
884,482,90.8,62.2,2,5
885,1084,86.8,60.43,2,5
886,3039,86.4,73.58,2,5
887,349,84.09,52.48,2,5
888,188,89.1,64.05,2,6
889,432,88.24,67.72,2,6
890,68,83.02,47.07,2,6
891,91,84.24,57.08,2,6
892,0,134.0,27.0,2,2
893,0,134.0,13.57,2,2
894,80,89.4,37.85,2,3
895,0,87.17,27.33,2,3
896,73,89.19,33.63,2,3
897,154,84.19,45.98,2,3
898,271,85.82,48.64,2,4
899,206,83.81,40.3,2,4
900,60,85.63,40.74,2,4
901,651,91.68,65.85,2,4
902,323,88.2,52.73,2,5
903,42,83.49,29.98,2,5
904,59,86.9,35.31,2,5
905,6,80.71,23.44,2,5
906,0,81.2,43.2,2,6
907,524,94.12,72.86,2,2
908,428,87.36,43.12,2,2
909,6,84.97,33.66,2,3
910,166,86.8,48.42,2,3
911,153,88.53,56.04,2,3
912,164,94.3,45.95,2,3
913,137,90.88,40.05,2,4
914,879,93.47,86.45,2,4
915,380,136.5,71.78,2,4
916,1545,90.67,76.7,2,4
917,1806,87.04,64.25,2,5
918,510,86.4,56.83,2,5
919,32,83.03,46.73,2,5
920,28,81.93,35.78,2,5
921,10,84.53,34.68,2,6
922,1425,87.88,61.69,2,6
923,13,83.42,39.95,2,6
924,0,115.0,21.0,2,6
925,30,92.0,45.22,2,3
926,2312,89.74,74.95,2,3
927,1930,86.5,58.65,2,3
928,1171,90.24,58.28,2,3
929,690,89.08,57.13,2,4
930,1136,87.58,59.62,2,4
931,434,84.09,58.3,2,4
932,271,91.92,54.33,2,4
933,61,92.86,60.7,2,5
934,479,86.72,51.33,2,5
935,3,83.47,51.98,2,5
936,71,86.0,50.53,2,5
937,27,87.08,42.69,2,6
938,0,80.0,26.57,2,6
939,0,80.0,20.89,2,6
940,5,80.33,17.0,2,6
941,83,82.91,38.92,2,1
942,0,80.56,30.46,2,1
943,11,81.12,28.65,2,1
944,0,80.0,27.51,2,1
945,7,82.29,32.04,2,2
946,16,86.18,14.56,2,2
947,17,86.86,38.32,2,2
948,17,83.03,40.56,2,2
949,11,84.88,44.19,2,3
950,15,84.8,52.42,2,3
951,9,83.32,36.96,2,3
952,0,81.39,26.96,2,3
953,0,80.29,22.96,2,4
954,18,88.89,46.0,2,4
955,7,85.24,37.88,2,4
956,21,81.5,39.91,2,4
957,60,83.08,43.95,2,5
958,49,83.64,33.02,2,5
959,0,80.73,27.43,2,5
960,0,80.58,36.56,2,5
961,45,81.39,28.59,2,6
962,0,81.48,31.44,2,6
963,43,83.43,46.3,2,6
964,0,80.0,28.33,2,6
965,0,80.0,19.5,2,1
966,7,81.5,27.33,2,1
967,0,80.53,13.35,2,1
968,5,94.55,19.11,2,1
969,0,80.37,24.98,2,2
970,0,80.0,23.67,2,2
971,7,80.87,29.33,2,2
972,0,83.05,27.88,2,2
973,0,80.0,14.68,2,3
974,0,80.0,11.9,2,3
975,8,80.5,17.0,2,3
976,0,85.09,24.21,2,3
977,29,81.92,35.9,2,4
978,9,80.0,27.66,2,4
979,7,82.44,34.8,2,4
980,21,80.28,36.09,2,4
981,8,80.86,31.38,2,5
982,0,80.26,17.53,2,5
983,0,81.67,29.33,2,5
984,9,81.42,29.11,2,5
985,53,84.73,46.66,2,6
986,33,86.22,51.04,2,6
987,28,82.53,38.52,2,6
988,24,85.33,36.8,2,6
989,46,81.21,33.29,2,1
990,9,85.07,49.29,2,1
991,0,87.33,9.5,2,1
992,0,87.33,21.0,2,1
993,0,87.33,16.0,2,2
994,0,87.33,18.0,2,2
995,0,87.33,19.43,2,2
996,0,112.6,40.93,2,3
997,650,116.0,85.92,2,3
998,66,82.04,38.71,2,4
999,851,83.51,59.58,2,4
1000,6250,87.33,107.97,2,4
1001,4972,96.0,100.95,2,4
1002,2402,93.0,66.0,2,5
1003,6172,87.33,102.17,2,5
1004,2817,88.3,85.3,2,5
1005,79,85.93,58.73,2,5
1006,724,90.8,68.34,2,6
1007,0,88.35,13.96,2,6
1008,0,80.27,20.15,2,6
1009,0,80.0,29.52,2,6
1010,29,82.17,36.65,2,1
1011,35,80.86,32.76,2,1
1012,9,80.81,37.41,2,1
1013,44,80.84,39.57,2,1
1014,26,82.67,40.19,2,2
1015,0,81.12,14.75,2,2
1016,0,89.85,11.87,2,2
1017,0,81.22,25.19,2,2
1018,699,91.89,75.32,2,3
1019,171,83.14,52.48,2,3
1020,41,87.45,46.9,2,3
1021,1104,86.8,63.93,2,3
1022,2480,93.71,72.6,2,4
1023,2058,90.46,67.73,2,4
1024,1702,88.0,70.55,2,4
1025,16,82.21,43.43,2,4
1026,372,81.33,45.67,2,5
1027,277,87.27,52.31,2,5
1028,25,80.6,37.32,2,5
1029,321,85.33,45.54,2,5
1030,362,87.69,44.72,2,6
1031,367,83.92,37.84,2,6
1032,713,86.04,44.15,2,6
1033,558,86.63,49.65,2,6
1034,1686,93.09,72.14,2,1
1035,0,80.0,29.78,2,1
1036,0,87.33,13.0,2,1
1037,0,87.33,8.0,2,1
1038,0,87.33,19.25,2,2
1039,0,87.33,18.12,2,2
1040,190,128.0,53.8,2,2
1041,278,90.04,73.12,2,2
1042,1407,86.15,66.33,2,3
1043,18,85.33,56.98,2,3
1044,73,86.4,49.29,2,3
1045,203,84.67,57.05,2,3
1046,24,82.48,31.18,2,4
1047,10,85.07,42.12,2,4
1048,28,84.88,39.9,2,4
1049,8,86.13,34.3,2,4
1050,33,85.79,48.2,2,5
1051,0,90.67,35.8,2,5
1052,28,86.9,41.42,2,5
1053,10,80.53,32.25,2,5
1054,0,85.07,31.08,2,6
1055,0,94.93,26.18,2,6
1056,77,84.77,49.3,2,6
1057,0,80.94,21.16,2,6
1058,6,80.28,33.4,2,1
1059,0,80.0,17.6,2,1
1060,0,80.0,11.33,2,1
1061,0,80.0,12.58,2,1
1062,0,80.53,10.83,2,2
1063,0,80.0,12.26,2,2
1064,8,80.46,29.11,2,2
1065,10,80.6,31.09,2,2
1066,6,81.36,32.19,2,3
1067,0,87.13,30.09,2,3
1068,0,80.0,23.06,2,3
1069,0,82.57,17.0,2,3
1070,57,87.45,63.03,2,4
1071,45,83.14,42.73,2,4
1072,70,84.44,39.69,2,4
1073,26,87.11,40.59,2,4
1074,37,80.89,33.12,2,5
1075,85,84.65,51.29,2,5
1076,444,91.16,77.23,2,5
1077,424,88.94,54.09,2,5
1078,1071,94.32,64.95,2,6
1079,161,87.0,31.35,2,6
1080,693,85.69,44.54,2,6
1081,2046,84.36,68.39,2,6
1082,0,80.0,24.78,2,1
1083,11,153.0,30.86,2,1
1084,0,87.33,26.67,2,1
1085,0,87.33,11.25,2,1
1086,0,87.33,15.5,2,2
1087,0,87.33,12.0,2,2
1088,28,98.15,41.21,2,2
1089,419,86.76,61.13,2,2
1090,0,82.76,28.1,2,3
1091,0,84.07,30.47,2,3
1092,611,84.52,48.48,2,3
1093,388,88.36,58.12,2,3
1094,323,85.93,54.37,2,4
1095,1138,88.94,62.77,2,4
1096,20,83.03,42.28,2,4
1097,273,85.95,45.05,2,4
1098,271,86.13,45.64,2,5
1099,456,84.57,47.32,2,5
1100,306,88.0,37.71,2,5
1101,168,80.63,39.38,2,5
1102,495,81.41,45.15,2,6
1103,73,85.82,29.12,2,6
1104,73,128.0,44.45,2,6
1105,181,91.15,42.35,2,6
1106,745,85.38,53.26,2,1
1107,1515,85.14,66.6,2,3
1108,648,85.85,46.47,2,3
1109,880,90.26,48.83,2,4
1110,13,85.85,28.7,2,4
1111,43,84.67,28.62,2,4
1112,959,81.56,48.0,2,4
1113,18,80.89,30.76,2,5
1114,6,83.69,39.15,2,5
1115,264,103.44,62.33,2,5
1116,2103,93.0,61.33,2,5
1117,331,85.33,43.11,2,6
1118,39,91.67,42.5,2,6
1119,134,103.8,63.0,2,2
1120,2521,85.05,72.02,2,2
1121,112,82.37,30.34,2,2
1122,335,84.77,38.9,2,3
1123,204,88.0,46.53,2,3
1124,221,86.15,32.76,2,3
1125,186,86.15,35.49,2,3
1126,482,88.7,47.87,2,4
1127,530,85.69,51.31,2,4
1128,1747,85.76,60.54,2,4
1129,1185,82.96,55.83,2,4
1130,40,84.43,24.04,2,5
1131,388,93.82,89.32,2,5
1132,1941,89.45,69.65,2,5
1133,55,82.11,37.96,2,5
1134,159,90.67,32.94,2,6
1135,93,90.67,30.92,2,6
1136,149,87.78,45.0,2,6
1137,0,115.0,27.67,2,2
1138,181,91.05,59.17,2,2
1139,251,83.9,42.46,2,3
1140,2018,88.89,61.05,2,3
1141,961,85.6,50.4,2,3
1142,114,81.25,38.97,2,3
1143,340,87.84,31.73,2,4
1144,227,86.72,36.12,2,4
1145,548,84.92,53.2,2,4
1146,1988,90.25,108.52,2,4
1147,1517,90.67,85.33,2,5
1148,1616,85.6,57.61,2,5
1149,1200,82.29,53.22,2,5
1150,1087,89.6,48.15,2,5
1151,169,88.49,44.03,2,6
1152,271,85.45,50.19,2,6
1153,15,86.75,22.12,2,6
1154,49,102.13,42.71,2,3
1155,47,89.92,32.24,2,3
1156,50,81.33,28.98,2,3
1157,78,85.88,40.11,2,3
1158,100,86.81,43.28,2,4
1159,496,88.77,64.65,2,4
1160,2261,86.15,73.9,2,4
1161,1539,85.0,70.82,3,4
1162,1309,90.07,60.67,3,5
1163,626,89.78,64.54,3,5
1164,746,90.26,66.33,3,5
1165,1914,81.37,58.1,3,5
1166,689,87.78,50.58,3,6
1167,833,142.0,93.73,3,2
1168,3221,83.81,81.13,3,3
1169,286,84.08,38.88,3,3
1170,241,86.9,32.25,3,3
1171,106,84.53,33.37,3,3
1172,31,85.58,37.25,3,4
1173,1382,87.17,67.82,3,4
1174,1561,89.6,49.6,3,4
1175,0,84.62,23.08,3,4
1176,8,85.69,26.98,3,5
1177,2609,84.92,80.79,3,5
1178,766,85.85,50.29,3,5
1179,9,80.0,26.69,3,5
1180,47,88.42,46.38,3,6
1181,1033,86.4,68.5,3,6
1182,111,122.33,91.25,3,2
1183,399,81.25,36.48,3,2
1184,590,83.13,42.71,3,2
1185,329,90.91,48.22,3,3
1186,63,89.6,39.87,3,3
1187,59,93.63,35.77,3,3
1188,361,92.71,50.65,3,3
1189,1146,82.5,55.7,3,4
1190,147,88.31,42.95,3,4
1191,73,94.49,35.02,3,4
1192,0,80.0,27.0,3,4
1193,0,87.33,18.29,3,5
1194,327,97.48,44.81,3,5
1195,4759,89.6,93.36,3,5
1196,411,84.0,35.14,3,6
1197,38,99.0,68.0,3,6
1198,0,134.0,40.67,3,6
1199,0,134.0,12.0,3,1
1200,0,134.0,48.67,3,3
1201,0,134.0,20.0,3,3
1202,0,134.0,19.2,3,4
1203,1181,137.33,97.56,3,2
1204,2456,87.11,67.87,3,2
1205,154,86.15,37.6,3,3
1206,5,81.68,31.46,3,3
1207,453,84.09,38.95,3,3
1208,367,84.09,44.68,3,3
1209,342,84.84,41.97,3,4
1210,288,88.47,42.58,3,4
1211,2660,82.67,74.19,3,4
1212,1340,86.8,69.55,3,4
1213,757,85.45,46.18,3,5
1214,5151,80.0,95.47,3,5
1215,3432,85.6,80.24,3,5
1216,198,87.06,32.11,3,5
1217,95,85.87,30.53,3,6
1218,931,102.5,75.8,2,2
1219,202,90.31,42.95,2,2
1220,377,88.5,45.98,2,3
1221,336,87.83,54.93,2,3
1222,85,85.23,39.24,2,3
1223,338,84.67,41.7,2,3
1224,347,86.74,55.04,2,4
1225,1708,88.0,68.38,2,4
1226,2774,89.85,72.05,2,4
1227,991,96.0,83.8,2,4
1228,2797,85.62,84.77,2,5
1229,2171,85.18,68.27,2,5
1230,621,86.76,50.67,2,5
1231,0,81.07,17.33,2,5
1232,524,82.6,30.37,2,6
1233,2414,93.22,74.25,2,6
1234,0,83.0,40.0,2,6
1235,103,89.05,48.74,2,2
1236,153,87.33,44.42,2,3
1237,2453,84.0,72.07,2,3
1238,150,81.48,35.67,2,3
1239,99,83.08,31.75,2,3
1240,245,83.4,32.24,2,4
1241,194,82.88,36.38,2,4
1242,1515,85.54,59.83,2,4
1243,732,86.38,42.73,2,4
1244,556,84.67,40.88,2,5
1245,1146,88.94,68.69,2,5
1246,1064,89.33,78.15,2,5
1247,2273,85.33,66.02,2,5
1248,37,87.85,36.19,2,6
1249,245,96.57,40.72,2,2
1250,146,89.14,47.5,2,3
1251,30,83.8,33.37,2,3
1252,1274,85.94,58.73,2,3
1253,8,83.73,31.92,2,3
1254,245,87.62,43.07,2,4
1255,712,84.76,64.21,2,4
1256,89,81.48,44.09,2,4
1257,228,88.31,51.6,2,4
1258,483,88.35,63.27,2,5
1259,405,84.43,47.82,2,5
1260,465,83.33,44.93,2,5
1261,977,89.76,48.65,2,5
1262,16,84.79,34.81,2,6
1263,48,91.43,57.0,2,2
1264,313,90.91,47.91,2,3
1265,118,86.4,44.21,2,3
1266,104,82.77,33.38,2,3
1267,136,85.82,36.88,2,3
1268,0,80.0,24.46,2,4
1269,33,81.07,34.3,2,4
1270,948,93.09,79.56,2,4
1271,2162,78.86,65.85,1,4
1272,559,87.5,45.85,1,5
1273,98,89.52,42.45,1,5
1274,13,84.0,34.63,1,5
1275,9,81.02,33.79,1,5
1276,8,83.85,29.3,1,6
1277,78,82.56,40.65,2,6
1278,120,94.84,60.38,2,6
1279,857,95.92,56.24,2,3
1280,1865,89.85,69.65,2,3
1281,1682,94.22,85.1,2,3
1282,1596,88.76,73.23,3,4
1283,1459,83.37,52.32,3,4
1284,678,85.93,42.46,3,4
1285,339,96.41,54.02,2,4
1286,133,88.0,51.38,2,5
1287,1095,94.4,78.38,2,5
1288,253,84.36,54.0,2,5
1289,285,85.82,49.92,2,5
1290,1903,84.65,61.64,2,6
1291,608,86.0,39.12,2,6
1292,0,82.11,15.44,2,6
1293,36,117.67,65.29,2,3
1294,51,92.43,33.85,2,3
1295,189,82.91,41.39,2,3
1296,2015,84.92,68.18,2,3
1297,0,86.29,27.16,2,4
1298,31,84.95,32.81,2,4
1299,805,84.0,44.98,2,4
1300,565,82.04,39.13,1,4
1301,2017,96.0,84.29,1,5
1302,153,92.0,61.42,1,5
1303,162,86.64,44.55,1,5
1304,214,89.86,49.37,1,5
1305,0,115.0,13.0,1,6
1306,33,136.5,60.5,1,2
1307,48,86.05,24.0,1,3
1308,0,86.03,26.19,1,3
1309,283,84.57,41.9,1,3
1310,1594,86.26,56.73,1,3
1311,1821,89.38,56.65,1,4
1312,37,80.91,26.38,1,4
1313,130,80.91,27.98,1,4
1314,74,81.56,25.87,1,4
1315,70,82.29,32.18,1,5
1316,543,83.76,46.64,1,5
1317,2325,88.0,69.45,1,5
1318,1108,85.05,52.8,1,5
1319,770,88.32,58.6,1,6
1320,45,84.04,36.65,1,6
1321,29,91.67,34.75,1,6
1322,409,118.17,85.62,1,3
1323,1767,80.84,51.6,1,4
1324,1732,91.14,69.32,1,4
1325,200,87.84,50.77,1,4
1326,402,94.55,80.0,1,4
1327,518,92.11,70.28,1,5
1328,667,90.67,66.15,1,5
1329,0,83.2,31.64,1,5
1330,22,82.04,28.24,1,5
1331,32,80.43,28.31,1,6
1332,26,83.85,32.79,2,6
1333,8,84.43,21.09,2,6
1334,391,89.39,55.96,2,6
1335,112,138.17,79.33,2,3
1336,2321,87.27,62.05,2,3
1337,3738,86.86,93.75,2,4
1338,188,94.91,58.68,2,4
1339,399,88.0,43.07,2,4
1340,99,87.04,45.47,1,4
1341,282,88.73,45.68,1,5
1342,533,89.14,54.9,1,5
1343,71,83.56,30.43,1,5
1344,261,86.32,41.76,1,5
1345,0,80.87,25.38,1,6
1346,106,84.38,40.0,2,6
1347,204,104.05,61.45,2,3
1348,3294,84.57,76.36,2,3
1349,1758,87.47,61.64,2,3
1350,58,83.65,41.38,2,4
1351,178,86.67,36.63,2,4
1352,174,86.97,31.82,2,4
1353,125,86.13,30.96,2,4
1354,50,88.4,24.69,2,5
1355,79,85.0,32.47,2,5
1356,413,86.74,46.3,2,5
1357,3810,92.44,87.76,2,5
1358,2569,81.78,65.0,2,6
1359,0,80.38,16.5,2,6
1360,67,86.81,39.19,2,3
1361,213,91.05,39.36,2,3
1362,191,83.2,45.92,2,3
1363,1008,87.81,45.43,2,4
1364,2518,93.33,65.58,2,4
1365,324,86.32,53.17,2,4
1366,686,89.44,46.79,1,4
1367,1995,83.74,56.25,1,5
1368,19,82.37,30.57,1,5
1369,33,84.82,38.95,1,5
1370,1257,84.77,49.62,1,5
1371,2246,91.77,69.09,1,6
1372,504,105.41,65.92,1,3
1373,2572,92.24,81.49,1,3
1374,2720,86.75,68.85,1,3
1375,1824,92.8,65.55,1,4
1376,818,87.47,66.81,1,4
1377,209,84.93,52.74,1,4
1378,1049,86.52,65.4,1,4
1379,1352,80.82,47.44,1,5
1380,37,82.04,27.06,1,5
1381,1199,82.82,57.18,1,5
1382,12,82.11,34.34,1,5
1383,0,84.52,22.96,1,6
1384,32,80.0,25.07,2,6
1385,32,129.0,80.5,2,6
1386,0,134.0,43.0,2,6
1387,0,134.0,25.0,2,1
1388,28,102.43,33.91,2,2
1389,2463,93.47,85.13,2,3
1390,7,80.54,32.39,2,3
1391,2142,85.93,65.89,2,3
1392,410,88.0,38.63,2,3
1393,262,88.36,49.61,2,4
1394,286,82.78,39.97,2,4
1395,292,88.2,47.69,2,4
1396,125,86.86,36.55,2,4
1397,1616,84.5,59.42,2,5
1398,154,90.46,44.98,2,5
1399,396,92.0,46.02,2,5
1400,78,91.26,31.09,2,5
1401,46,88.7,31.3,2,6
1402,29,88.08,33.27,2,6
1403,2391,91.87,78.53,2,3
1404,562,84.47,49.07,2,3
1405,306,87.0,45.73,2,3
1406,69,81.54,31.8,2,4
1407,547,80.35,39.23,2,4
1408,2424,84.5,68.25,2,4
1409,16,83.4,38.42,2,4
1410,82,85.11,47.19,2,5
1411,0,87.41,38.2,2,5
1412,23,83.2,31.36,2,5
1413,11,82.6,27.32,2,5
1414,979,83.2,53.22,2,6
1415,1412,84.31,50.45,2,6
1416,10,97.0,35.0,2,6
1417,436,102.47,57.48,2,3
1418,3247,82.67,71.46,2,3
1419,2157,88.77,71.09,2,3
1420,196,83.56,39.95,2,3
1421,63,89.6,41.53,2,4
1422,67,85.47,26.73,2,6
1423,0,89.23,19.63,2,6
1424,0,102.53,19.43,2,6
1425,0,116.83,15.27,2,6
1426,0,107.58,21.75,2,1
1427,10,103.67,25.42,2,2
1428,34,87.83,24.55,2,3
1429,0,104.63,18.57,2,3
1430,358,100.29,42.22,1,3
1431,78,88.4,24.78,1,3
1432,0,84.27,22.1,1,4
1433,50,88.04,27.85,1,4
1434,0,117.15,17.32,1,4
1435,13,112.51,21.92,1,4
1436,736,91.88,41.65,1,5
1437,753,82.91,40.97,1,5
1438,881,81.04,45.5,1,5
1439,804,89.0,44.73,2,5
1440,1592,85.78,57.88,2,6
1441,0,97.47,22.55,2,6
1442,0,116.85,18.42,2,6
1443,0,112.0,2.0,2,6
1444,0,112.0,33.0,2,3
1445,47,90.67,54.43,2,3
1446,1050,89.0,56.3,2,4
1447,471,81.33,30.6,2,4
1448,268,83.4,33.83,2,4
1449,914,85.85,45.02,2,4
1450,1933,82.59,60.6,2,5
1451,4007,96.0,105.61,2,5
1452,27,83.45,20.81,2,6
1453,0,81.5,17.18,2,6
1454,128,89.58,27.49,2,6
1455,0,87.1,20.7,2,1
1456,0,112.0,26.0,2,2
1457,0,113.03,18.03,2,3
1458,0,95.77,18.45,2,3
1459,193,97.92,39.17,2,4
1460,18,85.97,23.87,2,4
1461,24,87.86,28.48,2,4
1462,1959,85.63,65.42,2,4
1463,741,88.51,49.97,2,5
1464,1651,89.04,72.17,2,5
1465,1797,85.15,64.15,2,5
1466,5188,82.5,109.73,2,5
1467,279,81.89,31.55,2,6
1468,10,81.23,19.25,2,6
1469,0,88.13,16.35,2,6
1470,0,84.33,21.35,2,6
1471,0,88.8,21.07,2,1
1472,0,85.33,25.2,2,1
1473,0,112.0,32.0,2,2
1474,0,112.0,3.25,2,2
1475,0,112.0,3.0,2,3
1476,0,111.97,20.05,2,3
1477,71,85.53,28.03,2,3
1478,33,83.0,20.05,2,3
1479,0,83.43,22.28,2,4
1480,0,82.2,18.4,2,4
1481,43,81.32,26.17,2,4
1482,0,83.4,19.63,2,4
1483,82,84.5,24.02,2,5
1484,515,86.7,36.83,2,5
1485,91,85.63,29.72,2,5
1486,25,82.83,18.68,2,5
1487,14,83.89,22.91,2,6
1488,0,86.4,22.38,2,6
1489,0,88.47,15.4,2,6
1490,0,83.26,18.74,2,6
1491,0,83.93,19.86,2,4
1492,445,86.83,34.4,2,4
1493,104,84.41,22.19,2,4
1494,806,84.93,38.7,1,4
1495,899,106.91,39.7,1,5
1496,0,102.77,23.93,1,5
1497,0,87.77,24.72,1,5
1498,0,87.13,16.88,1,5
1499,0,89.02,24.98,1,6
1500,19,84.19,22.53,1,6
1501,0,93.7,19.65,1,6
1502,0,107.0,27.0,1,6
1503,0,99.31,28.69,1,2
1504,41,90.46,33.57,1,3
1505,70,86.25,25.32,1,3
1506,73,81.67,42.8,1,3
1507,1050,89.81,59.59,1,3
1508,377,90.11,55.72,1,4
1509,110,82.12,21.77,1,4
1510,1013,84.24,58.57,1,4
1511,1142,85.62,51.87,1,4
1512,100,82.21,22.97,1,5
1513,43,91.03,31.57,1,5
1514,2377,84.13,58.4,1,5
1515,3066,88.08,70.53,1,5
1516,34,108.69,23.15,1,6
1517,0,118.88,18.97,1,6
1518,0,121.09,18.36,2,6
1519,0,117.71,19.86,2,6
1520,0,112.0,2.0,2,2
1521,24,91.8,28.36,2,2
1522,624,85.57,47.5,2,3
1523,1629,93.0,59.32,2,3
1524,1727,87.58,60.17,2,3
1525,2434,87.53,70.87,2,3
1526,565,90.21,42.72,2,4
1527,2467,96.0,79.77,2,4
1528,2321,86.55,74.52,2,4
1529,1759,87.15,64.72,2,4
1530,2056,86.62,72.78,2,5
1531,1583,84.77,57.05,2,5
1532,32,82.28,32.55,2,5
1533,31,84.71,29.15,2,5
1534,130,85.56,44.38,2,6
1535,2435,88.95,78.9,2,6
1536,997,88.0,50.33,2,6
1537,2420,88.15,78.56,2,6
1538,0,109.25,24.25,2,1
1539,38,89.59,34.31,2,3
1540,716,82.49,46.53,2,3
1541,137,81.39,25.97,2,3
1542,1108,84.0,52.02,2,3
1543,2478,89.71,66.08,2,4
1544,474,93.22,40.28,2,4
1545,2512,81.45,75.1,2,4
1546,1323,88.96,52.87,2,4
1547,412,85.91,32.32,2,5
1548,888,84.22,41.47,2,5
1549,1521,90.06,64.2,2,5
1550,26,88.18,31.38,2,5
1551,11,83.11,22.65,2,6
1552,0,110.7,16.2,1,6
1553,0,101.2,23.8,1,6
1554,10,113.77,24.31,1,6
1555,0,112.0,4.5,1,1
1556,0,112.0,3.0,1,2
1557,510,93.42,52.76,1,3
1558,1399,90.86,61.17,1,3
1559,552,89.37,45.15,1,3
1560,503,89.45,43.85,2,3
1561,966,91.15,55.2,2,4
1562,483,93.28,44.55,2,4
1563,130,93.67,36.78,2,4
1564,192,91.64,50.11,2,4
1565,0,84.32,14.3,2,5
1566,16,105.34,23.7,2,6
1567,46,107.9,17.65,2,6
1568,453,98.14,54.41,2,6
1569,0,114.0,5.6,2,1
1570,0,112.0,3.0,2,2
1571,590,106.64,73.35,2,2
1572,3267,91.53,88.02,2,3
1573,103,90.26,31.77,2,3
1574,76,85.13,37.43,2,3
1575,172,87.24,31.88,2,3
1576,32,86.18,32.63,2,4
1577,805,92.34,44.8,2,4
1578,2224,88.86,66.73,2,4
1579,1507,84.67,47.65,2,4
1580,3663,90.67,86.53,2,5
1581,861,83.18,32.1,2,5
1582,75,82.18,19.18,2,5
1583,46,82.6,20.0,2,5
1584,0,81.2,14.2,2,6
1585,1990,84.81,63.68,2,6
1586,118,89.42,27.92,2,6
1587,411,102.24,38.32,2,6
1588,32,97.17,26.5,2,1
1589,0,113.17,21.5,2,1
1590,0,116.95,22.53,2,1
1591,0,114.5,16.8,2,1
1592,0,106.26,23.32,2,2
1593,0,117.2,19.05,2,2
1594,61,88.93,20.41,2,2
1595,1068,87.58,49.42,2,2
1596,460,83.88,32.05,2,3
1597,101,80.86,25.58,2,3
1598,1687,81.68,54.87,2,3
1599,356,85.51,32.37,2,3
1600,71,82.3,21.29,2,4
1601,125,82.56,23.83,2,4
1602,0,80.27,25.37,2,4
1603,756,88.98,36.03,2,4
1604,949,104.1,39.21,2,5
1605,0,112.0,6.0,1,6
1606,0,86.51,32.89,1,2
1607,0,81.5,22.65,1,3
1608,0,88.57,17.15,1,3
1609,58,85.29,31.4,1,3
1610,28,82.7,25.87,1,3
1611,24,81.9,20.3,1,4
1612,92,82.44,24.63,1,4
1613,439,85.76,30.4,1,4
1614,26,96.93,16.52,1,4
1615,124,81.45,23.67,2,5
1616,0,87.4,17.8,2,5
1617,39,97.14,21.55,2,5
1618,81,89.1,27.61,2,5
1619,128,81.74,22.18,2,6
1620,145,84.86,28.97,2,6
1621,11,90.71,17.33,1,6
1622,57,85.37,28.25,1,6
1623,0,112.0,1.0,1,1
1624,0,107.59,23.55,1,2
1625,24,83.72,27.67,1,3
1626,151,82.77,28.5,1,3
1627,0,80.19,17.87,1,3
1628,1395,86.73,79.13,1,5
1629,1703,84.58,55.65,1,5
1630,26,86.83,25.88,1,6
1631,737,84.33,39.08,1,6
1632,12,86.81,21.03,1,6
1633,12,81.39,15.73,1,6
1634,11,81.28,21.83,1,1
1635,13,90.67,38.7,1,1
1636,0,100.54,22.77,1,3
1637,150,104.96,29.97,1,3
1638,0,83.53,19.53,1,3
1639,23,83.48,23.6,1,3
1640,65,92.25,22.65,1,4
1641,189,85.53,29.64,1,4
1642,137,86.27,24.45,1,4
1643,0,80.8,21.48,2,4
1644,0,82.27,16.02,2,5
1645,79,85.32,25.75,2,5
1646,61,87.06,22.72,2,5
1647,80,83.47,28.19,2,5
1648,0,84.33,22.4,2,6
1649,0,81.03,22.33,2,6
1650,0,80.62,22.62,2,6
1651,209,88.76,37.95,2,3
1652,28,81.71,24.05,2,3
1653,117,82.22,24.98,2,3
1654,81,81.61,25.82,2,4
1655,0,84.23,24.4,2,4
1656,71,83.89,28.25,2,4
1657,0,84.58,19.71,2,4
1658,0,82.29,30.43,2,5
1659,0,82.29,18.57,2,6
1660,0,80.85,14.02,2,6
1661,90,85.5,18.92,2,6
1662,0,81.5,15.48,2,1
1663,51,93.91,23.18,2,1
1664,0,113.09,12.91,2,3
1665,0,113.17,14.38,2,3
1666,164,107.39,30.52,2,4
1667,74,83.42,22.43,2,4
1668,0,81.49,19.81,2,4
1669,69,89.6,21.52,2,4
1670,0,82.43,21.12,2,5
1671,79,84.88,27.21,2,5
1672,0,113.33,9.67,2,2
