date,steps,distance,runDistance,calories
2021-05-29,1949,1369,158,51
2021-05-30,2937,2180,102,82
2021-05-31,680,476,96,19
2021-06-01,2738,1993,230,82
2021-06-02,10848,8138,638,308
2021-06-03,15798,11756,459,448
2021-06-04,4423,3161,269,122
2021-06-05,2019,1412,130,56
2021-06-06,2724,1959,199,80
2021-06-07,3228,2260,247,90
2021-06-08,1726,1207,144,50
2021-06-09,8434,6060,604,231
2021-06-10,3067,2206,598,99
2021-06-11,4775,3345,330,120
2021-06-12,2827,2076,167,79
2021-06-13,3614,2662,202,109
2021-06-14,3637,2543,266,96
2021-06-15,3166,2239,201,90
2021-06-16,5570,4023,370,154
2021-06-17,5705,4054,389,161
2021-06-18,5426,3948,339,153
2021-06-19,1592,1113,68,44
2021-06-20,4320,3186,205,125
2021-06-21,3491,2525,183,94
2021-06-22,1367,956,119,41
2021-06-23,2237,1564,212,61
2021-06-24,1503,1051,156,44
2021-06-25,4191,3009,240,122
2021-06-26,4908,3545,324,140
2021-06-27,2709,2006,93,78
2021-06-28,3380,2401,313,96
2021-06-29,3040,2145,129,84
2021-06-30,2138,1495,128,56
2021-07-01,1824,1276,160,50
2021-07-02,375,262,50,12
2021-07-03,5761,4234,190,159
2021-07-04,6443,4690,317,190
2021-07-05,9700,7388,704,296
2021-07-06,4944,3497,339,134
2021-07-07,2974,2097,273,82
2021-07-08,3520,2465,314,92
2021-07-09,691,483,94,19
2021-07-10,3511,2489,206,93
2021-07-11,3330,2379,149,99
2021-07-12,2471,1758,236,69
2021-07-13,1025,717,88,35
2021-07-14,370,259,35,10
2021-07-15,1224,856,78,35
2021-07-16,614,429,51,19
2021-07-17,5365,3848,415,158
2021-07-18,1384,983,95,38
2021-07-19,2253,1632,432,62
2021-07-20,2737,1946,358,73
2021-07-21,1788,1277,251,53
2021-07-22,2183,1611,325,68
2021-07-23,1514,1059,167,38
2021-07-24,7790,5568,233,203
2021-07-25,4185,3112,123,121
2021-07-26,609,426,86,19
2021-07-27,1088,761,161,35
2021-07-28,2353,1682,174,66
2021-07-29,2390,1671,189,67
2021-07-30,15448,11547,1053,448
2021-07-31,5573,3966,306,151
2021-08-01,887,620,101,20
2021-08-02,1528,1069,148,40
2021-08-03,0,0,0,0
2021-08-04,1662,1162,132,49
2021-08-05,1810,1266,112,49
2021-08-06,5965,4376,294,173
2021-08-07,9691,7265,278,281
2021-08-08,2362,1772,119,69
2021-08-09,3965,2855,174,107
2021-08-10,3178,2321,656,100
2021-08-11,1581,1106,153,47
2021-08-12,1410,986,180,41
2021-08-13,2026,1417,124,57
2021-08-14,3946,3043,170,119
2021-08-15,3377,2402,160,90
2021-08-16,2600,1905,118,76
2021-08-17,3095,2164,215,81
2021-08-18,1393,974,157,40
2021-08-19,1313,918,98,41
2021-08-20,522,365,46,13
2021-08-21,5106,3901,137,147
2021-08-22,3217,2476,124,99
2021-08-23,2051,1434,147,61
2021-08-24,1993,1394,129,53
2021-08-25,2250,1675,96,67
2021-08-26,1568,1097,43,41
2021-08-27,1750,1323,55,53
2021-08-28,14398,10829,636,419
2021-08-29,6938,5055,590,193
2021-08-30,3714,2656,372,109
2021-08-31,2384,1673,257,66
2021-09-01,2886,2182,47,84
2021-09-02,2597,1816,174,71
2021-09-03,14215,10817,437,428
2021-09-04,21022,16402,310,644
2021-09-05,23249,17875,533,709
2021-09-06,18521,14250,332,563
2021-09-07,18788,14490,502,561
2021-09-08,17104,13096,702,510
2021-09-09,24989,19260,496,765
2021-09-10,20896,16021,458,615
2021-09-11,16639,12879,471,526
2021-09-12,7477,5620,405,222
2021-09-13,2068,1446,141,61
2021-09-14,2856,2064,163,84
2021-09-15,7196,5284,685,209
2021-09-16,2497,1853,594,83
2021-09-17,2947,2063,192,79
2021-09-18,6258,4569,379,176
2021-09-19,5420,4202,283,167
2021-09-20,922,645,100,26
2021-09-21,2231,1560,168,62
2021-09-22,2253,1620,274,67
2021-09-23,2355,1662,138,64
2021-09-24,6890,5347,367,214
2021-09-25,10643,7829,190,307
2021-09-26,2947,2241,148,89
2021-09-27,493,345,51,17
2021-09-28,3350,2406,220,101
2021-09-29,963,673,183,31
2021-09-30,1264,884,122,40
2021-10-01,3840,2911,134,121
2021-10-02,1944,1407,78,56
2021-10-03,364,255,48,10
2021-10-04,7349,5550,495,226
2021-10-05,4222,3144,251,130
2021-10-06,3270,2492,192,104
2021-10-07,3863,2920,331,124
2021-10-08,2864,2154,150,87
2021-10-09,25036,18999,307,742
2021-10-10,2862,2125,122,84
2021-10-11,5537,4181,309,165
2021-10-12,3818,2976,501,129
2021-10-13,3343,2538,374,108
2021-10-14,5199,3920,475,159
2021-10-15,1622,1134,100,44
2021-10-16,7599,5900,427,231
2021-10-17,4306,3367,943,149
2021-10-18,1827,1278,175,51
2021-10-19,3333,2541,132,102
2021-10-20,2839,2138,815,98
2021-10-21,3865,2917,287,116
2021-10-22,2615,1879,163,74
2021-10-23,7762,5790,329,231
2021-10-24,13574,10514,804,426
2021-10-25,3555,2665,150,104
2021-10-26,1109,776,95,35
2021-10-27,4618,3626,194,146
2021-10-28,1168,845,237,36
2021-10-29,819,573,89,24
2021-10-30,2594,1814,227,74
2021-10-31,3624,2718,326,110
2021-11-01,2935,2092,126,78
2021-11-02,3496,2657,148,108
2021-11-03,794,555,117,31
2021-11-04,3820,2856,249,117
2021-11-05,3396,2485,203,99
2021-11-06,4045,2887,289,107
2021-11-07,4644,3467,220,141
2021-11-08,5975,4560,252,170
2021-11-09,3417,2608,137,106
2021-11-10,1117,781,97,32
2021-11-11,1641,1148,192,53
2021-11-12,3868,2942,310,128
2021-11-13,3282,2527,201,101
2021-11-14,2784,2160,161,85
2021-11-15,3034,2295,187,92
2021-11-16,2908,2283,189,93
2021-11-17,377,264,31,9
2021-11-18,1110,776,72,35
2021-11-19,1942,1374,163,54
2021-11-20,3180,2309,260,88
2021-11-21,2589,1956,57,77
2021-11-22,3308,2508,161,97
2021-11-23,6201,4861,240,196
2021-11-24,3698,2902,217,122
2021-11-25,6900,5354,284,217
2021-11-26,3180,2495,1236,127
2021-11-27,3581,2545,135,94
2021-11-28,2788,2092,98,82
2021-11-29,6093,4661,388,189
2021-11-30,4726,3593,453,146
2021-12-01,2235,1610,467,63
2021-12-02,5108,3939,337,158
2021-12-03,3986,2883,223,112
2021-12-04,2621,1899,250,78
2021-12-05,3216,2469,148,101
2021-12-06,3118,2375,887,105
2021-12-07,4417,3357,745,137
2021-12-08,2829,2180,141,91
2021-12-09,2957,2131,329,92
2021-12-10,7077,5536,1165,247
2021-12-11,4769,3460,308,140
2021-12-12,2695,2037,146,82
2021-12-13,6566,5166,478,214
2021-12-14,9369,7747,2779,397
2021-12-15,5617,4395,335,181
2021-12-16,3592,2712,180,106
2021-12-17,9421,7172,333,284
2021-12-18,10102,8197,1284,346
2021-12-19,1405,983,103,39
2021-12-20,1386,969,163,40
2021-12-21,971,679,97,27
2021-12-22,1459,1020,102,43
2021-12-23,1590,1112,164,48
2021-12-24,3903,2729,272,103
2021-12-25,4260,3477,2002,187
2021-12-26,513,359,19,14
2021-12-27,2444,1934,980,107
2021-12-28,639,447,81,19
2021-12-29,4811,3937,1480,200
2021-12-30,725,507,29,18
2021-12-31,613,429,91,17
2022-01-01,2325,1955,1285,107
2022-01-02,485,339,57,15
2022-01-03,6662,5446,2348,283
2022-01-04,1128,826,215,40
2022-01-05,5853,4503,1630,209
2022-01-06,6577,5084,236,207
2022-01-07,4522,3531,1699,175
2022-01-08,7330,5220,422,194
2022-01-09,6007,4406,359,170
2022-01-10,4821,3431,379,133
2022-01-11,3342,2581,1112,121
2022-01-12,3074,2429,1294,124
2022-01-13,2251,1596,179,66
2022-01-14,2349,1902,1160,101
2022-01-15,3325,2456,199,97
2022-01-16,3193,2249,287,88
2022-01-17,6924,5374,1106,228
2022-01-18,2158,1627,168,74
2022-01-19,3744,3223,2334,194
2022-01-20,1179,824,132,37
2022-01-21,10516,7917,585,312
2022-01-22,2842,2078,274,82
2022-01-23,4399,3243,298,126
2022-01-24,3185,2294,159,88
2022-01-25,3478,2838,1668,154
2022-01-26,1357,949,143,38
2022-01-27,4202,3196,370,127
2022-01-28,3713,2678,515,114
2022-01-29,7918,5827,359,227
2022-01-30,6467,5544,2698,288
2022-01-31,976,683,144,32
2022-02-01,2995,2123,267,86
2022-02-02,3856,3271,2257,191
2022-02-03,709,496,60,21
2022-02-04,3694,2636,245,104
2022-02-05,4864,3722,1488,168
2022-02-06,3525,2608,164,106
2022-02-07,6023,4587,1301,193
2022-02-08,4165,3122,253,123
2022-02-09,13968,10481,607,413
2022-02-10,2795,1977,143,77
2022-02-11,522,365,46,16
2022-02-12,0,0,0,0
2022-02-13,0,0,0,0
2022-02-14,1652,1196,109,48
2022-02-15,2538,1879,218,78
2022-02-16,1202,841,122,35
2022-02-17,2706,1999,271,82
2022-02-18,4591,3749,2364,198
2022-02-19,2226,1606,72,62
2022-02-20,6249,4624,441,177
2022-02-21,733,513,48,22
2022-02-22,1951,1366,103,49
2022-02-23,4926,3763,488,153
2022-02-24,5112,4109,1833,196
2022-02-25,2875,2140,199,84
2022-02-26,5411,4113,297,161
2022-02-27,4642,3483,335,142
2022-02-28,3180,2738,2018,155
2022-03-01,5017,3519,90,133
2022-03-02,3990,3005,286,124
2022-03-03,1551,1085,103,45
2022-03-04,1914,1338,139,54
2022-03-05,5834,4258,381,163
2022-03-06,6064,4881,1905,243
2022-03-07,3267,2293,76,91
2022-03-08,3181,2499,93,94
2022-03-09,722,505,56,21
2022-03-10,1802,1260,146,47
2022-03-11,6067,4927,2376,245
2022-03-12,16286,12905,151,481
2022-03-13,5575,4312,379,161
2022-03-14,1122,785,101,33
2022-03-15,2915,2365,1360,121
2022-03-16,286,200,26,11
2022-03-17,617,431,63,20
2022-03-18,1230,860,85,35
2022-03-19,9260,7357,3279,352
2022-03-20,6178,4756,308,181
2022-03-21,4676,3285,311,123
2022-03-22,1077,753,105,30
2022-03-23,3995,2877,268,105
2022-03-24,6084,4311,222,163
2022-03-25,12610,9175,308,329
2022-03-26,19493,15330,371,561
2022-03-27,4573,3332,297,123
2022-03-28,6722,5145,186,188
2022-03-29,4953,3505,90,132
2022-03-30,2963,2098,206,76
2022-03-31,5708,4070,126,158
2022-04-01,4333,3131,222,114
2022-04-02,16355,12865,409,473
2022-04-03,2112,1650,137,63
2022-04-04,1331,931,110,34
2022-04-05,16909,12572,282,472
2022-04-06,2153,1540,68,55
2022-04-07,11577,8465,277,313
2022-04-08,2361,1726,55,61
2022-04-09,9747,7815,183,291
2022-04-10,3212,2449,226,93
2022-04-11,3668,2635,367,106
2022-04-12,8630,6548,1808,279
2022-04-13,4955,3734,130,140
2022-04-14,14757,11332,221,417
2022-04-15,0,0,0,0
2022-04-16,6205,4511,237,167
2022-04-17,5362,4580,2754,250
2022-04-18,8723,6690,257,242
2022-04-19,8668,7024,1873,304
2022-04-20,3552,2781,174,107
2022-04-21,23637,18307,529,695
2022-04-22,1004,702,106,25
2022-04-23,15103,11294,265,413
2022-04-24,13818,10892,395,408
2022-04-25,16613,13383,2218,558
2022-04-26,179,125,9,6
2022-04-27,6633,5207,233,205
2022-04-28,9160,7312,311,275
2022-04-29,498,348,17,13
2022-04-30,488,341,13,13
2022-05-01,260,182,8,8
2022-05-02,6894,5419,310,221
2022-05-03,38678,30500,370,1144
2022-05-04,383,268,96,13
2022-05-05,16508,13253,137,491
2022-05-06,8455,6795,2408,319
2022-05-07,7043,5274,681,193
2022-05-08,4585,3366,154,127
2022-05-09,6941,5047,376,188
2022-05-10,4893,3566,355,136
2022-05-11,7244,5801,133,218
2022-05-12,2204,1584,191,61
2022-05-13,16902,12672,897,457
2022-05-14,20867,16618,280,622
2022-05-15,13065,10106,121,380
2022-05-16,11997,8909,620,327
2022-05-17,4150,3571,2618,204
2022-05-18,3357,2348,186,82
2022-05-19,16092,11831,336,438
2022-05-20,14043,10683,551,394
2022-05-21,6003,4784,1711,222
2022-05-22,5257,3948,106,151
2022-05-23,1043,729,92,30
2022-05-24,3149,2600,1496,138
2022-05-25,10328,8155,368,308
2022-05-26,7826,6311,159,240
2022-05-27,1522,1064,167,47
2022-05-28,4342,3327,129,130
2022-05-29,22220,17216,405,638
2022-05-30,14381,11798,1318,476
2022-05-31,1203,841,150,32
2022-06-01,20374,16085,443,597
2022-06-02,14446,11630,1499,480
2022-06-03,6717,5082,186,190
2022-06-04,14314,10576,268,382
2022-06-05,1644,1240,38,46
2022-06-06,6262,4615,252,174
2022-06-07,5445,4275,148,163
2022-06-08,4209,3096,176,111
2022-06-09,816,571,113,23
2022-06-10,14434,11440,248,433
2022-06-11,10364,7648,317,271
2022-06-12,16112,12632,743,474
2022-06-13,3584,2642,482,100
2022-06-14,1156,808,161,32
2022-06-15,7230,5757,1334,243
2022-06-16,7716,6130,212,233
2022-06-17,14571,11597,2428,491
2022-06-18,1890,1336,198,51
2022-06-19,3492,2596,119,96
2022-06-20,3399,2429,302,90
2022-06-21,7397,5657,419,213
2022-06-22,1481,1036,166,39
2022-06-23,19239,13997,518,512
2022-06-24,11438,8927,226,332
2022-06-25,5310,3888,275,145
2022-06-26,17211,13387,472,504
2022-06-27,467,327,10,13
2022-06-28,3714,2829,142,104
2022-06-29,263,184,14,7
2022-06-30,436,305,38,11
2022-07-01,3746,2785,188,100
2022-07-02,17824,13739,454,504
2022-07-03,11716,9127,309,333
2022-07-04,15549,12079,234,455
2022-07-05,8155,6396,359,242
2022-07-06,16629,12864,301,485
2022-07-07,4210,3112,171,116
2022-07-08,1498,1048,151,41
2022-07-09,3255,2435,169,94
2022-07-10,725,507,39,17
2022-07-11,1546,1081,71,42
2022-07-12,545,382,35,13
2022-07-13,10732,8216,352,303
2022-07-14,3576,2723,179,105
2022-07-15,3765,2644,285,100
2022-07-16,4379,3142,213,114
2022-07-17,6202,4385,363,153
2022-07-18,1296,906,86,32
2022-07-19,3782,3168,2081,164
2022-07-20,801,560,110,24
2022-07-21,1736,1217,153,47
2022-07-22,9420,6823,573,241
2022-07-23,21268,16413,551,617
2022-07-24,13144,9663,389,358
2022-07-25,2027,1531,258,64
2022-07-26,2407,1745,189,62
2022-07-27,8381,6271,246,239
2022-07-28,3583,2830,88,107
2022-07-29,17750,13539,322,497
2022-07-30,1357,949,113,35
2022-07-31,22273,17249,425,632
2022-08-01,285,199,29,9
2022-08-02,8245,6383,1241,260
2022-08-03,783,548,39,19
2022-08-04,9758,7170,316,273
2022-08-05,14551,10598,488,355
2022-08-06,2886,2053,130,71
2022-08-07,6558,4909,298,187
2022-08-08,765,535,68,20
2022-08-09,3254,2505,64,91
2022-08-10,11840,9064,311,338
2022-08-11,2367,1742,132,72
2022-08-12,7078,5093,233,188
2022-08-13,12194,9028,209,335
2022-08-14,13128,10332,458,387
2022-08-15,13658,10713,227,401
2022-08-16,225,157,28,6
2022-08-17,577,403,64,17
2022-08-18,7554,6046,1708,264
2022-08-19,201,141,17,8
2022-08-20,9212,7135,303,269
2022-08-21,4150,3089,411,114
2022-08-22,9196,6891,235,261
2022-08-23,2794,2318,1573,116
2022-08-24,537,376,38,14
2022-08-25,552,386,48,16
2022-08-26,906,634,28,22
2022-08-27,9633,7171,219,270
2022-08-28,3336,2455,65,90
2022-08-29,4701,3368,137,114
2022-08-30,7259,5446,343,200
2022-08-31,16397,12580,534,465
2022-09-01,556,390,74,15
2022-09-02,6338,4671,293,167
2022-09-03,6121,4960,56,188
2022-09-04,2042,1466,108,56
2022-09-05,5234,3711,62,136
2022-09-06,8127,6855,41,261
2022-09-07,4622,3385,180,121
2022-09-08,602,421,49,16
2022-09-09,3872,2914,373,106
2022-09-10,1934,1441,83,49
2022-09-11,9223,6944,373,251
2022-09-12,3903,3138,1364,149
2022-09-13,5089,3775,269,136
2022-09-14,4583,3569,396,133
2022-09-15,13511,10220,181,382
2022-09-16,3948,2906,289,111
2022-09-17,5581,4237,220,152
2022-09-18,4211,3195,249,120
2022-09-19,911,637,86,25
2022-09-20,499,349,51,13
2022-09-21,4471,3342,197,120
2022-09-22,7644,5507,200,204
2022-09-23,4783,3706,155,137
2022-09-24,4352,3307,181,127
2022-09-25,2708,2015,94,70
2022-09-26,1286,923,166,32
2022-09-27,4987,3701,250,134
2022-09-28,1140,801,111,27
2022-09-29,4090,3095,124,116
2022-09-30,375,262,25,15
2022-10-01,12197,8885,277,330
2022-10-02,4280,3221,233,118
2022-10-03,1663,1163,101,40
2022-10-04,9916,7282,626,267
2022-10-05,8472,6417,293,243
2022-10-06,2465,1940,98,74
2022-10-07,4545,3298,120,112
2022-10-08,8779,6511,341,246
2022-10-09,5130,3891,143,142
2022-10-10,4472,3349,287,129
2022-10-11,2603,1830,160,66
2022-10-12,12703,9553,584,346
2022-10-13,6922,5282,263,194
2022-10-14,4041,3110,258,123
2022-10-15,5186,3892,238,137
2022-10-16,3080,2296,143,80
2022-10-17,3487,2650,90,98
2022-10-18,4835,3725,389,144
2022-10-19,5500,4275,260,168
2022-10-20,5477,4188,252,156
2022-10-21,7238,5461,247,198
2022-10-22,3515,2590,187,95
2022-10-23,4315,3255,159,119
2022-10-24,205,143,25,6
2022-10-25,3653,2772,118,105
2022-10-26,725,507,88,17
2022-10-27,7521,5692,348,208
2022-10-28,6571,4817,377,172
2022-10-29,1083,800,95,28
2022-10-30,6328,4732,299,165
2022-10-31,4753,3545,321,132
2022-11-01,6124,4690,138,170
2022-11-02,2282,1660,128,65
2022-11-03,3986,2985,215,110
2022-11-04,8198,6187,381,228
2022-11-05,3463,2488,94,83
2022-11-06,2448,2089,1397,119
2022-11-07,2596,2041,131,78
2022-11-08,4146,3095,181,111
2022-11-09,2201,1593,130,56
2022-11-10,3367,2548,181,94
2022-11-11,5572,4141,262,150
2022-11-12,6337,5121,1872,246
2022-11-13,9573,7208,250,261
2022-11-14,6156,4516,186,168
2022-11-15,7823,5828,442,219
2022-11-16,5797,4758,1621,223
2022-11-17,3239,2463,151,94
2022-11-18,3842,2871,125,101
2022-11-19,11871,8641,836,312
2022-11-20,6121,4636,314,173
2022-11-21,977,683,65,25
2022-11-22,7491,5879,202,218
2022-11-23,3027,2327,133,87
2022-11-24,1238,866,137,27
2022-11-25,5932,4444,295,162
2022-11-26,9536,7156,333,242
2022-11-27,4586,3370,118,123
2022-11-28,4556,3335,133,126
2022-11-29,7686,5641,221,206
2022-11-30,6762,5100,235,193
2022-12-01,3346,2553,156,96
2022-12-02,3382,2626,249,105
2022-12-03,728,509,73,19
2022-12-04,6323,4703,337,176
2022-12-05,8237,6368,208,243
2022-12-06,6768,5060,239,186
2022-12-07,6429,4872,143,183
2022-12-08,6602,4924,193,177
2022-12-09,4548,3290,235,117
2022-12-10,10909,8284,232,308
2022-12-11,2813,2002,74,75
2022-12-12,10581,7901,259,285
2022-12-13,640,448,23,13
2022-12-14,7052,5846,162,233
2022-12-15,4515,3358,270,127
2022-12-16,3280,2544,126,95
2022-12-17,6299,5157,1983,256
2022-12-18,6840,5346,247,201
2022-12-19,5351,3973,512,147
2022-12-20,2404,2088,1519,123
2022-12-21,3376,2602,83,95
2022-12-22,3583,2695,84,97
2022-12-23,4103,3066,159,116
2022-12-24,3959,3004,139,110
2022-12-25,3966,3578,2887,223
2022-12-26,2707,1922,156,66
2022-12-27,3635,2691,157,98
2022-12-28,3238,2971,2591,190
2022-12-29,9429,6969,140,251
2022-12-30,3771,2742,194,99
2022-12-31,3888,3054,226,119
2023-01-01,6973,5396,145,193
2023-01-02,3177,2443,114,88
2023-01-03,7794,5735,62,211
2023-01-04,4449,3399,215,125
2023-01-05,1998,1485,153,59
2023-01-06,4342,3296,203,126
2023-01-07,3446,2622,109,95
2023-01-08,3533,2737,146,100
2023-01-09,2280,2038,1555,121
2023-01-10,2999,2346,141,87
2023-01-11,4336,3692,1665,186
2023-01-12,8200,6051,342,224
2023-01-13,0,0,0,0
2023-01-14,7495,6192,2673,308
2023-01-15,5073,3905,165,138
2023-01-16,0,0,0,0
2023-01-17,0,0,0,0
2023-01-18,2209,1750,89,66
2023-01-19,2915,2277,102,88
2023-01-20,0,0,0,0
2023-01-21,7232,5553,1706,243
2023-01-22,6171,4739,320,175
2023-01-23,0,0,0,0
2023-01-24,0,0,0,0
2023-01-25,3672,3130,1854,167
2023-01-26,2841,2159,75,84
2023-01-27,2920,2277,156,86
2023-01-28,7121,5349,376,206
2023-01-29,6057,4662,347,177
2023-01-30,6878,5340,256,200
2023-01-31,6549,5333,144,206
2023-02-01,0,0,0,0
2023-02-02,0,0,0,0
2023-02-03,7135,5381,722,203
2023-02-04,5558,4217,242,154
2023-02-05,0,0,0,0
2023-02-06,3210,2438,99,92
2023-02-07,2772,2106,104,76
2023-02-08,0,0,0,0
2023-02-09,0,0,0,0
2023-02-10,0,0,0,0
2023-02-11,0,0,0,0
2023-02-12,3417,2614,229,107
2023-02-13,0,0,0,0
2023-02-14,1710,1525,1234,93
2023-02-15,0,0,0,0
2023-02-16,0,0,0,0
2023-02-17,4381,3456,189,135
2023-02-18,3088,2471,817,106
2023-02-19,3826,2966,221,114
2023-02-20,2588,1977,203,75
2023-02-21,0,0,0,0
2023-02-22,0,0,0,0
2023-02-23,3713,2787,140,100
2023-02-24,4276,3602,2013,192
2023-02-25,3817,3098,1269,148
2023-02-26,2716,2142,100,81
2023-02-27,1941,1719,1406,99
2023-02-28,2975,2398,55,94
2023-03-01,1294,1104,778,58
2023-03-02,12101,8877,383,325
2023-03-03,0,0,0,0
2023-03-04,4432,3418,468,129
2023-03-05,4494,3732,2119,191
2023-03-06,3312,2529,27,93
2023-03-07,1836,1641,1366,93
2023-03-08,2487,1927,112,75
2023-03-09,4535,3843,51,156
2023-03-10,3298,2588,176,101
2023-03-11,5064,4297,2370,207
2023-03-12,3074,2395,63,93
2023-03-13,0,0,0,0
2023-03-14,3449,2779,69,106
2023-03-15,9784,7400,400,274
2023-03-16,4430,3482,109,134
2023-03-17,6684,5121,443,201
2023-03-18,916,693,52,26
2023-03-19,3590,2553,23,94
2023-03-20,3168,2261,20,84
2023-03-21,8050,5921,397,215
2023-03-22,0,0,0,0
2023-03-23,0,0,0,0
2023-03-24,4387,3445,95,132
2023-03-25,6113,4847,1748,207
2023-03-26,8342,6209,145,227
2023-03-27,3375,2514,66,94
2023-03-28,0,0,0,0
2023-03-29,6290,4731,231,177
2023-03-30,4303,3049,32,115
2023-03-31,7930,6103,692,232
2023-04-01,5045,4079,182,161
2023-04-02,8482,6355,299,237
2023-04-03,3326,2387,31,89
2023-04-04,3088,2512,204,102
2023-04-05,5978,4472,165,165
2023-04-06,6995,5311,121,206
2023-04-07,99,69,14,3
2023-04-08,16790,12906,1072,476
2023-04-09,1316,967,69,38
2023-04-10,3469,2649,129,101
2023-04-11,0,0,0,0
2023-04-12,2743,2104,100,79
